,Name,Adjusted,year,catch,catch_ma,b,b_lo,b_hi,bbmsy,bbmsy_lo,bbmsy_hi,s,s_lo,s_hi,f,f_lo,f_hi,fmsy,fmsy_lo,fmsy_hi,ffmsy,ffmsy_lo,ffmsy_hi,er
97,Caranx,MT,2008,30.1509,87.66923333,289.2182778,255.8296135,331.7568664,0.834468149,0.738133377,0.957202776,0.417234075,0.369066689,0.478601388,0.104249635,0.09088252,0.117855394,0.238258948,0.227575738,0.249443665,0.437547619,0.38144431,0.494652543,0.437547619
98,Caranx,MT,2009,38.9819,43.61286667,305.9454167,258.9783637,332.1755912,0.882730191,0.747218321,0.958410903,0.441365096,0.37360916,0.479205452,0.127414558,0.117353295,0.150521841,0.238258948,0.227575738,0.249443665,0.534773443,0.492545172,0.631757346,0.534773443
99,Caranx,MT,2010,123.002,64.04493333,337.1158336,308.3200145,363.6744001,0.972664757,0.889581509,1.049292963,0.486332378,0.444790754,0.524646481,0.364865686,0.338220122,0.398942638,0.238258948,0.227575738,0.249443665,1.531382933,1.419548458,1.674407789,1.531382933
100,Caranx,MT,2011,173.7581,111.914,358.0738156,347.3942505,391.4811387,1.033133855,1.002320598,1.129522463,0.516566927,0.501160299,0.564761231,0.485257767,0.443847948,0.50017552,0.238258948,0.227575738,0.249443665,2.036682235,1.862880499,2.099293751,2.036682235
101,Caranx,MT,2012,105.6681,134.1427333,293.980753,269.2112618,335.2679164,0.848209099,0.776742829,0.967333046,0.42410455,0.388371415,0.483666523,0.359438837,0.315175103,0.392509954,0.238258948,0.227575738,0.249443665,1.508605827,1.322825882,1.64740908,1.508605827
102,Caranx,MT,2013,111.3348,130.2536667,212.9991275,184.5192373,253.014479,0.614556552,0.53238484,0.730010999,0.307278276,0.26619242,0.3650055,0.522700733,0.440033315,0.603377738,0.238258948,0.227575738,0.249443665,2.193834638,1.846870051,2.532445238,2.193834638
103,Caranx,MT,2014,53.5226,90.17516667,118.477729,94.04944486,151.12802,0.341838324,0.271356523,0.436042702,0.170919162,0.135678261,0.218021351,0.451752413,0.354154048,0.569090015,0.162892079,0.155588218,0.170538809,2.773323401,2.17416372,3.493662921,1.896056444
104,Caranx,MT,2015,0.8701,55.2425,52.25195855,18.73668378,67.34633253,0.150760165,0.054060089,0.194311265,0.075380082,0.027030045,0.097155633,0.016652007,0.012919783,0.046438314,0.071839916,0.068618711,0.075212336,0.231793246,0.179841286,0.646413806,0.069890376
105,Caranx,MT_20,2005,168.6846,168.6846,496.1303858,421.7083859,518.2511247,1.191354207,1.012645212,1.244472573,0.595677103,0.506322606,0.622236286,0.340000542,0.32548815,0.400002954,0.231506534,0.218188223,0.245637801,1.468643393,1.405956646,1.727825762,1.468643393
106,Caranx,MT_20,2006,205.3812,187.0329,429.1033277,358.6177049,476.3847315,1.03040263,0.861146028,1.143939114,0.515201315,0.430573014,0.571969557,0.478628775,0.431124649,0.572702343,0.231506534,0.218188223,0.245637801,2.067452552,1.862256935,2.47380639,2.067452552
107,Caranx,MT_20,2007,74.04696,149.37092,381.1964084,316.0724159,443.8537401,0.915364101,0.758982342,1.065822686,0.457682051,0.379491171,0.532911343,0.19424884,0.166827388,0.234272136,0.231506534,0.218188223,0.245637801,0.839064177,0.720616325,1.011946107,0.839064177
108,Caranx,MT_20,2008,36.18108,105.20308,345.6043751,307.3688317,384.3705841,0.829897216,0.73808249,0.922986226,0.414948608,0.369041245,0.461493113,0.1046893,0.09413072,0.117712261,0.231506534,0.218188223,0.245637801,0.452208833,0.406600707,0.508461936,0.452208833
109,Caranx,MT_20,2009,46.77828,52.33544,352.8447592,302.1392595,393.5505291,0.847283497,0.725524758,0.945029959,0.423641748,0.362762379,0.47251498,0.132574677,0.118862196,0.154823574,0.231506534,0.218188223,0.245637801,0.572660627,0.513429118,0.668765461,0.572660627
110,Caranx,MT_20,2010,147.6024,76.85392,413.5354222,364.0076226,466.6909484,0.993019535,0.874088798,1.120661505,0.496509767,0.437044399,0.560330752,0.35692807,0.316274401,0.405492607,0.231506534,0.218188223,0.245637801,1.5417624,1.366157555,1.751538499,1.5417624
111,Caranx,MT_20,2011,208.50972,134.2968,432.3024307,418.058835,480.1143037,1.038084613,1.003881572,1.152894908,0.519042306,0.501940786,0.576447454,0.482323728,0.434291831,0.49875688,0.231506534,0.218188223,0.245637801,2.083413022,1.875937681,2.154396555,2.083413022
112,Caranx,MT_20,2012,126.80172,160.97128,370.2161088,307.9305882,414.9096916,0.888997189,0.739431432,0.996319558,0.444498595,0.369715716,0.498159779,0.3425073,0.305612818,0.411786698,0.231506534,0.218188223,0.245637801,1.479471418,1.320104501,1.778726027,1.479471418
113,Caranx,MT_20,2013,133.60176,156.3044,253.9153754,202.5199792,312.9776546,0.609725103,0.48630972,0.751550915,0.304862552,0.24315486,0.375775458,0.526166483,0.426873159,0.65969669,0.231506534,0.218188223,0.245637801,2.272793227,1.843892485,2.849581299,2.272793227
114,Caranx,MT_20,2014,64.22712,108.2102,149.3710458,114.5661586,173.1118133,0.358683582,0.275106865,0.41569211,0.179341791,0.137553432,0.207846055,0.429983734,0.371015234,0.560611622,0.166075186,0.156521067,0.176212493,2.589090791,2.234019687,3.375649528,1.857328716
115,Caranx,MT_20,2015,1.04412,66.291,68.05214381,20.09946235,80.46936979,0.163413107,0.04826469,0.193230499,0.081706553,0.024132345,0.09661525,0.015342941,0.012975372,0.051947658,0.075662404,0.071309631,0.080280873,0.202781564,0.171490347,0.686571605,0.066274331
116,Caranx,MT_40,2005,196.7987,196.7987,556.2989733,499.4388141,593.8515787,1.141844919,1.025135224,1.218924428,0.57092246,0.512567612,0.609462214,0.35376427,0.331393747,0.394039659,0.233249361,0.219281896,0.248106502,1.516678411,1.420770228,1.689349364,1.516678411
117,Caranx,MT_40,2006,239.6114,218.20505,532.7227861,461.0373023,590.373156,1.093453046,0.946313271,1.211784708,0.546726523,0.473156636,0.605892354,0.44978628,0.405864321,0.519722371,0.233249361,0.219281896,0.248106502,1.928349464,1.740044731,2.228183477,1.928349464
118,Caranx,MT_40,2007,86.38812,174.2660733,461.187002,370.3029237,541.1832418,0.946620541,0.760074227,1.110818759,0.473310271,0.380037113,0.555409379,0.187316901,0.159628224,0.233290408,0.233249361,0.219281896,0.248106502,0.803075732,0.684367254,1.000175979,0.803075732
119,Caranx,MT_40,2008,42.21126,122.7369267,409.8197205,351.947184,478.2147258,0.841185384,0.722397709,0.981571208,0.420592692,0.361198855,0.490785604,0.102999582,0.088268424,0.119936348,0.233249361,0.219281896,0.248106502,0.4415857,0.378429435,0.514197972,0.4415857
120,Caranx,MT_40,2009,54.57466,61.05801333,412.9912648,358.129992,499.7055121,0.847695214,0.735088381,1.025682641,0.423847607,0.367544191,0.512841321,0.132144829,0.109213644,0.152387851,0.233249361,0.219281896,0.248106502,0.566538869,0.468226982,0.653325913,0.566538869
121,Caranx,MT_40,2010,172.2028,89.66290667,475.977859,426.1377906,554.944109,0.976979873,0.874679434,1.13906396,0.488489936,0.437339717,0.56953198,0.361787417,0.310306565,0.404101217,0.233249361,0.219281896,0.248106502,1.551075706,1.330364052,1.732485853,1.551075706
122,Caranx,MT_40,2011,243.26134,156.6796,510.4581104,489.1499791,560.2106883,1.047753147,1.004016626,1.149874005,0.523876573,0.502008313,0.574937002,0.476554951,0.434231879,0.497314424,0.233249361,0.219281896,0.248106502,2.043113646,1.86166375,2.132114843,2.043113646
123,Caranx,MT_40,2012,147.93534,187.7998267,428.1858331,315.1475517,497.6136564,0.878883193,0.646863733,1.021388952,0.439441597,0.323431867,0.510694476,0.345493308,0.29728955,0.469416117,0.233249361,0.219281896,0.248106502,1.481218672,1.274556763,2.012507626,1.481218672
124,Caranx,MT_40,2013,155.86872,182.3551333,274.2076804,224.2821787,384.8282291,0.56283161,0.460355813,0.789888494,0.281415805,0.230177907,0.394944247,0.568433093,0.405034528,0.694967032,0.233249361,0.219281896,0.248106502,2.437018871,1.736487194,2.979502409,2.437018871
125,Caranx,MT_40,2014,74.93164,126.2452333,165.7623611,133.9343531,216.9237363,0.340239546,0.274910198,0.445252064,0.170119773,0.137455099,0.222626032,0.452042547,0.345428496,0.559465427,0.158721313,0.149216745,0.168831287,2.848026765,2.176320809,3.524828621,1.938022665
126,Caranx,MT_40,2015,1.21814,77.3395,77.18335849,24.23359702,96.97443038,0.15842457,0.049741256,0.199047214,0.079212285,0.024870628,0.099523607,0.015782418,0.012561456,0.050266578,0.073904859,0.06947928,0.078612332,0.213550473,0.169967925,0.680152545,0.067663284
127,Caranx,MT_60,2005,224.9128,224.9128,640.223557,597.6684895,676.3050113,1.150344653,1.073882308,1.215175301,0.575172326,0.536941154,0.60758765,0.351303537,0.332561191,0.376316978,0.232666965,0.219968224,0.246098804,1.509898649,1.429344257,1.617406139,1.509898649
128,Caranx,MT_60,2006,273.8416,249.3772,580.071259,521.8941954,651.6905139,1.042263853,0.937732126,1.170948319,0.521131926,0.468866063,0.58547416,0.472082689,0.420201912,0.52470712,0.232666965,0.219968224,0.246098804,2.029006088,1.80602309,2.255185296,2.029006088
129,Caranx,MT_60,2007,98.72928,199.1612267,519.2820947,450.9868767,579.5388175,0.93303874,0.810326856,1.041307169,0.46651937,0.405163428,0.520653585,0.190126486,0.170358356,0.218918299,0.232666965,0.219968224,0.246098804,0.817161499,0.732198296,0.940908387,0.817161499
130,Caranx,MT_60,2008,48.24144,140.2707733,467.9298242,409.3698761,525.2976336,0.840769705,0.735550017,0.943847375,0.420384853,0.367775008,0.471923688,0.103095459,0.091836393,0.11784316,0.232666965,0.219968224,0.246098804,0.443103123,0.394711785,0.506488578,0.443103123
131,Caranx,MT_60,2009,62.37104,69.78058667,474.9652178,428.750378,536.3534712,0.853410801,0.770372629,0.963712348,0.4267054,0.385186314,0.481856174,0.131317068,0.116287194,0.145471685,0.232666965,0.219968224,0.246098804,0.564399283,0.49980105,0.625235666,0.564399283
132,Caranx,MT_60,2010,196.8032,102.4718933,550.6887105,484.5850112,593.853058,0.989469704,0.87069551,1.067026795,0.494734852,0.435347755,0.533513397,0.357376493,0.331400499,0.406127295,0.232666965,0.219968224,0.246098804,1.536000145,1.424355618,1.745530547,1.536000145
133,Caranx,MT_60,2011,278.01296,179.0624,580.8739354,559.2485225,618.6848053,1.04370609,1.004849853,1.111644128,0.521853045,0.502424927,0.555822064,0.478611525,0.449361222,0.49711881,0.232666965,0.219968224,0.246098804,2.057066949,1.931349475,2.136611053,2.057066949
134,Caranx,MT_60,2012,169.06896,214.6283733,479.5539184,443.2292197,549.2426002,0.861655714,0.796388007,0.986871354,0.430827857,0.398194004,0.493435677,0.352554642,0.307822008,0.381448137,0.232666965,0.219968224,0.246098804,1.515275885,1.323015527,1.6394598,1.515275885
135,Caranx,MT_60,2013,178.13568,208.4058667,324.1893983,268.7697884,460.7146852,0.582498936,0.482921763,0.827805645,0.291249468,0.241460882,0.413902823,0.549480276,0.386650753,0.662781636,0.232666965,0.219968224,0.246098804,2.361660043,1.661820587,2.848628014,2.361660043
136,Caranx,MT_60,2014,85.63616,144.2802667,175.9591578,147.4101314,239.6411572,0.316160932,0.264864444,0.43058385,0.158080466,0.132432222,0.215291925,0.486682029,0.357351638,0.580938089,0.147120409,0.139090717,0.155613654,3.308052445,2.428973925,3.948725347,2.091753886
137,Caranx,MT_60,2015,1.39216,88.388,67.67150511,25.98222003,101.067793,0.121591205,0.046684486,0.181597184,0.060795603,0.023342243,0.090798592,0.020572322,0.013774517,0.053581257,0.056580514,0.053492403,0.059846901,0.363593767,0.243449835,0.946991345,0.088419609
138,Cephalopholis,MT,2000,0.18,0.18,271.5193616,223.3694401,447.0342462,0.478934837,0.394002865,0.788526728,0.239467418,0.197001433,0.394263364,0.000662936,0.000402654,0.00080584,0.268826059,0.192229419,0.375943756,0.002466041,0.001497822,0.002997626,0.002362146
139,Cephalopholis,MT,2005,135.77955,67.979775,365.6083352,284.6063232,617.8264,0.644899013,0.502019017,1.089788162,0.322449507,0.251009508,0.544894081,0.371379799,0.219769744,0.477078473,0.280649932,0.200684314,0.392479026,1.323284836,0.783074284,1.699905892,1.323284836
140,Cephalopholis,MT,2006,143.7883,93.24928333,429.4776282,330.325889,708.7044137,0.757558491,0.582664068,1.250088505,0.378779245,0.291332034,0.625044252,0.334798114,0.202888958,0.435292252,0.280649932,0.200684314,0.392479026,1.19293852,0.722925378,1.551014992,1.19293852
141,Cephalopholis,MT,2007,125.0893,134.8857167,479.3158338,368.7724295,739.3927535,0.845468438,0.650480181,1.304219875,0.422734219,0.32524009,0.652109937,0.260974688,0.169178423,0.339204588,0.280649932,0.200684314,0.392479026,0.929894,0.602809421,1.208639481,0.929894
142,Cephalopholis,MT,2008,181.3379,150.0718333,496.964846,384.687599,727.1670469,0.87659965,0.678553056,1.282654868,0.438299825,0.339276528,0.641327434,0.3648908,0.249375849,0.471390033,0.280649932,0.200684314,0.392479026,1.300163507,0.888565509,1.679637084,1.300163507
143,Cephalopholis,MT,2009,248.77075,185.0659833,498.8081218,400.6919145,668.3899858,0.879851017,0.706783176,1.178977613,0.439925509,0.353391588,0.589488807,0.498730352,0.372194011,0.620852932,0.280649932,0.200684314,0.392479026,1.777054954,1.326186003,2.212196982,1.777054954
144,Cephalopholis,MT,2010,114.0863,181.3983167,460.9239859,378.5233643,549.6143843,0.813026934,0.66767992,0.969468527,0.406513467,0.33383996,0.484734263,0.247516518,0.207575171,0.301398304,0.280649932,0.200684314,0.392479026,0.881940417,0.739623096,1.073929725,0.881940417
145,Cephalopholis,MT,2011,90.133,150.9966833,429.4604019,361.3366915,452.4962046,0.757528105,0.637364232,0.798161113,0.378764053,0.318682116,0.399080557,0.209874996,0.199190621,0.249443254,0.280649932,0.200684314,0.392479026,0.747817733,0.70974762,0.888805681,0.747817733
146,Cephalopholis,MT,2012,123.3674,109.1955667,424.0834353,359.3708512,479.6267375,0.748043637,0.633896673,0.846016844,0.374021819,0.316948337,0.423008422,0.290903605,0.257215435,0.343287163,0.280649932,0.200684314,0.392479026,1.036535455,0.91649919,1.223186341,1.036535455
147,Cephalopholis,MT,2013,128.1278,113.8760667,456.8082889,394.530543,545.9827638,0.805767228,0.695915091,0.963062687,0.402883614,0.347957546,0.481531343,0.28048484,0.234673709,0.324760154,0.280649932,0.200684314,0.392479026,0.999411753,0.83617946,1.157171684,0.999411753
148,Cephalopholis,MT,2014,141.01405,130.8364167,493.0141283,433.0143746,612.7205609,0.869630953,0.763796982,1.080781938,0.434815476,0.381898491,0.540390969,0.286024359,0.230144146,0.325656741,0.280649932,0.200684314,0.392479026,1.019149932,0.820039913,1.160366364,1.019149932
149,Cephalopholis,MT,2015,229.74737,166.2964067,513.4598385,457.3430314,652.1149886,0.905695279,0.806710464,1.150270035,0.45284764,0.403355232,0.575135018,0.447449543,0.352311132,0.502352401,0.280649932,0.200684314,0.392479026,1.594333339,1.255340167,1.789960888,1.594333339
150,Cephalopholis,MT_20,2000,0.216,0.216,324.5688451,268.9712637,499.362625,0.475537978,0.394079878,0.731634895,0.237768989,0.197039939,0.365817448,0.000665498,0.000432551,0.00080306,0.268928824,0.193774817,0.373230708,0.002474626,0.001608423,0.002986142,0.002353557
151,Cephalopholis,MT_20,2005,162.93546,81.57573,428.565483,343.450321,695.9509408,0.627907349,0.503201936,1.019663804,0.313953675,0.251600968,0.509831902,0.380188014,0.234119175,0.474407651,0.282762719,0.203742736,0.392429969,1.344547878,0.827970446,1.677758836,1.344547878
152,Cephalopholis,MT_20,2006,172.54596,111.89914,502.7646532,397.6021735,806.9909618,0.736619334,0.582541844,1.1823527,0.368309667,0.291270922,0.59117635,0.343194294,0.213813993,0.43396634,0.282762719,0.203742736,0.392429969,1.213718323,0.756160479,1.534736761,1.213718323
153,Cephalopholis,MT_20,2007,150.10716,161.86286,559.0840434,445.7518654,877.7958053,0.819134983,0.653087762,1.286091529,0.409567492,0.326543881,0.643045765,0.268487648,0.171004645,0.336750492,0.282762719,0.203742736,0.392429969,0.949515724,0.604763759,1.190929599,0.949515724
154,Cephalopholis,MT_20,2008,217.60548,180.0862,582.5369271,470.903217,841.939541,0.853496682,0.68993795,1.233557173,0.426748341,0.344968975,0.616778586,0.373547959,0.258457371,0.462102343,0.282762719,0.203742736,0.392429969,1.321065095,0.914043305,1.634240696,1.321065095
155,Cephalopholis,MT_20,2009,298.5249,222.07918,586.1859492,481.9798908,779.542915,0.858843001,0.7061668,1.142137538,0.429421501,0.3530834,0.571068769,0.509266557,0.382948641,0.619372106,0.282762719,0.203742736,0.392429969,1.801038546,1.354310929,2.190430575,1.801038546
156,Cephalopholis,MT_20,2010,136.90356,217.67798,550.0923341,463.1659717,650.5566766,0.805960893,0.678601822,0.953154966,0.402980447,0.339300911,0.476577483,0.248873783,0.210440635,0.295582077,0.282762719,0.203742736,0.392429969,0.88015062,0.744230482,1.045336096,0.88015062
157,Cephalopholis,MT_20,2011,108.1596,181.19602,514.9302384,437.5444257,544.7076005,0.754443589,0.641062735,0.798071518,0.377221794,0.320531367,0.399035759,0.210047094,0.198564514,0.247196841,0.282762719,0.203742736,0.392429969,0.74283871,0.702230176,0.87422006,0.74283871
158,Cephalopholis,MT_20,2012,148.04088,131.03468,509.0687669,441.2262765,573.879719,0.745855727,0.646457152,0.840812682,0.372927864,0.323228576,0.420406341,0.290807234,0.257964997,0.33552145,0.282762719,0.203742736,0.392429969,1.0284497,0.912302009,1.18658305,1.0284497
159,Cephalopholis,MT_20,2013,153.75336,136.65128,554.0661518,476.4782497,646.1166248,0.811783082,0.698106139,0.94664968,0.405891541,0.34905307,0.47332484,0.277500005,0.237965336,0.322687048,0.282762719,0.203742736,0.392429969,0.981388232,0.841572528,1.141193751,0.981388232
160,Cephalopholis,MT_20,2014,169.21686,157.0037,594.2412947,521.5394166,728.5660184,0.87064519,0.764126944,1.067449376,0.435322595,0.382063472,0.533724688,0.284761193,0.23226016,0.324456512,0.282762719,0.203742736,0.392429969,1.00706767,0.821395977,1.14745152,1.00706767
161,Cephalopholis,MT_20,2015,275.696844,199.555688,620.7942778,549.7927359,787.2306137,0.90954896,0.80552194,1.153401073,0.45477448,0.40276097,0.576700537,0.444103391,0.35021103,0.50145596,0.282762719,0.203742736,0.392429969,1.570586788,1.23853325,1.773416103,1.570586788
162,Cephalopholis,MT_40,2000,0.252,0.252,376.076619,309.743874,634.5960679,0.47781898,0.393540822,0.806277313,0.23890949,0.196770411,0.403138657,0.000670076,0.000397103,0.000813575,0.268199728,0.191781549,0.375067856,0.002498422,0.001480624,0.003033468,0.002387587
163,Cephalopholis,MT_40,2005,190.09137,95.171685,515.2627772,398.1901145,878.0120186,0.654660041,0.505914978,1.115546104,0.32733002,0.252957489,0.557773052,0.368921215,0.216502014,0.477388471,0.280649932,0.200684314,0.392479026,1.314524515,0.771430843,1.701010466,1.314524515
164,Cephalopholis,MT_40,2006,201.30362,130.5489967,604.1924993,463.0195722,993.6440878,0.767648477,0.588283154,1.262460841,0.383824238,0.294141577,0.63123042,0.333177953,0.202591272,0.434762658,0.280649932,0.200684314,0.392479026,1.187165629,0.721864677,1.549127967,1.187165629
165,Cephalopholis,MT_40,2007,175.12502,188.8400033,672.2872446,520.9389929,1025.605144,0.85416532,0.661871878,1.303068521,0.42708266,0.330935939,0.65153426,0.260491362,0.170752868,0.33617184,0.280649932,0.200684314,0.392479026,0.928171834,0.608419418,1.197833323,0.928171834
166,Cephalopholis,MT_40,2008,253.87306,210.1005667,691.2582561,540.9202234,961.5813076,0.878268678,0.687258756,1.221723916,0.439134339,0.343629378,0.610861958,0.367262246,0.264016218,0.469335494,0.280649932,0.200684314,0.392479026,1.308613346,0.940731452,1.672316435,1.308613346
167,Cephalopholis,MT_40,2009,348.27905,259.0923767,687.3383488,550.4745346,909.3847548,0.873288293,0.699397855,1.155406303,0.436644147,0.349698928,0.577703152,0.506706851,0.382983163,0.632688759,0.280649932,0.200684314,0.392479026,1.805476479,1.364629454,2.2543699,1.805476479
168,Cephalopholis,MT_40,2010,159.72082,253.9576433,637.7029536,527.5940667,768.6631149,0.810224724,0.670327391,0.976614357,0.405112362,0.335163695,0.488307179,0.250462726,0.207790405,0.302734299,0.280649932,0.200684314,0.392479026,0.892438221,0.740390007,1.078690086,0.892438221
169,Cephalopholis,MT_40,2011,126.1862,211.3953567,592.3826104,498.6595423,627.9670778,0.752643585,0.633565029,0.797854941,0.376321792,0.316782514,0.39892747,0.213014693,0.200943974,0.253050808,0.280649932,0.200684314,0.392479026,0.75900497,0.715995092,0.901659965,0.75900497
170,Cephalopholis,MT_40,2012,172.71436,152.8737933,583.8664397,499.1236643,656.9763076,0.741823481,0.634154713,0.834712219,0.370911741,0.317077356,0.41735611,0.295811419,0.262892829,0.346035206,0.280649932,0.200684314,0.392479026,1.054022771,0.93672864,1.232978051,1.054022771
171,Cephalopholis,MT_40,2013,179.37892,159.4264933,632.131118,544.0506393,745.0292868,0.803145505,0.691236063,0.946586722,0.401572752,0.345618032,0.473293361,0.283768533,0.240767609,0.32970997,0.280649932,0.200684314,0.392479026,1.011112068,0.857892989,1.174808659,1.011112068
172,Cephalopholis,MT_40,2014,197.41967,183.1709833,676.6071575,598.1143086,829.4208383,0.859653926,0.759925915,1.053809248,0.429826963,0.379962958,0.526904624,0.291778867,0.238021112,0.330070134,0.280649932,0.200684314,0.392479026,1.039654153,0.848106786,1.17609198,1.039654153
173,Cephalopholis,MT_40,2015,321.646318,232.8149693,700.8001139,631.6646353,904.8722308,0.890391954,0.802552822,1.149672978,0.445195977,0.401276411,0.574836489,0.458970128,0.355460481,0.509204252,0.280649932,0.200684314,0.392479026,1.635383002,1.266561792,1.814375113,1.635383002
174,Cephalopholis,MT_60,2000,0.288,0.288,437.4659605,362.5842973,672.1777883,0.475308212,0.393949037,0.730323388,0.237654106,0.196974519,0.365161694,0.000658337,0.000428458,0.000794298,0.268798885,0.193681191,0.373050373,0.00244918,0.001593973,0.00295499,0.002328231
175,Cephalopholis,MT_60,2005,217.24728,108.76764,579.559,461.8536579,956.0370371,0.629692768,0.501805525,1.0387374,0.314846384,0.250902763,0.5193687,0.374849291,0.227237305,0.470381205,0.282762719,0.203742736,0.392429969,1.3256673,0.803632479,1.663519172,1.3256673
176,Cephalopholis,MT_60,2006,230.06128,149.1988533,678.5410899,534.3356637,1096.55009,0.737237136,0.580557464,1.191405296,0.368618568,0.290278732,0.595702648,0.339052835,0.209804625,0.430555727,0.282762719,0.203742736,0.392429969,1.199071913,0.74198121,1.522675011,1.199071913
177,Cephalopholis,MT_60,2007,200.14288,215.8171467,764.1973417,600.8785457,1164.779141,0.830302937,0.652856525,1.265536386,0.415151468,0.326428263,0.632768193,0.261899472,0.171829039,0.333083751,0.282762719,0.203742736,0.392429969,0.926216413,0.607679255,1.177962045,0.926216413
178,Cephalopholis,MT_60,2008,290.14064,240.1149333,785.4891555,629.1920725,1098.908573,0.853436563,0.683619266,1.193967795,0.426718281,0.341809633,0.596983898,0.369375742,0.264026187,0.461132066,0.282762719,0.203742736,0.392429969,1.30630991,0.933737613,1.630809276,1.30630991
179,Cephalopholis,MT_60,2009,398.0332,296.1055733,793.8681977,637.7362628,1045.878422,0.86254042,0.692902557,1.136350361,0.43127021,0.346451278,0.568175181,0.501384488,0.380573106,0.624134495,0.282762719,0.203742736,0.392429969,1.773163341,1.345909769,2.207272925,1.773163341
180,Cephalopholis,MT_60,2010,182.53808,290.2373067,742.2916748,615.6934667,890.3185088,0.806502357,0.668952986,0.967334002,0.403251179,0.334476493,0.483667001,0.245911528,0.205025593,0.296475584,0.282762719,0.203742736,0.392429969,0.869674505,0.725080001,1.048496013,0.869674505
181,Cephalopholis,MT_60,2011,144.2128,241.5946933,694.3684427,585.7119468,735.2469281,0.754433607,0.636377965,0.798848217,0.377216804,0.318188983,0.399424108,0.207689162,0.196141996,0.246217959,0.282762719,0.203742736,0.392429969,0.734499804,0.693662858,0.870758208,0.734499804
182,Cephalopholis,MT_60,2012,197.38784,174.7129067,689.7013054,581.6374134,790.4117213,0.749362747,0.631950971,0.858784947,0.374681374,0.315975486,0.429392473,0.286193224,0.249727876,0.33936579,0.282762719,0.203742736,0.392429969,1.012132096,0.883171148,1.200178688,1.012132096
183,Cephalopholis,MT_60,2013,205.00448,182.2017067,749.029553,632.4525559,894.8343873,0.813823084,0.687161792,0.972240518,0.406911542,0.343580896,0.486120259,0.273693447,0.229097678,0.324142069,0.282762719,0.203742736,0.392429969,0.967926208,0.81021175,1.146339481,0.967926208
184,Cephalopholis,MT_60,2014,225.62248,209.3382667,806.6775901,695.8901285,1019.405574,0.876457867,0.756086924,1.107587524,0.438228934,0.378043462,0.553793762,0.279693502,0.221327493,0.324221412,0.282762719,0.203742736,0.392429969,0.989145607,0.782732227,1.14662008,0.989145607
185,Cephalopholis,MT_60,2015,367.595792,266.0742507,842.6680088,739.1832624,1117.17,0.915561576,0.803125057,1.213808896,0.457780788,0.401562528,0.606904448,0.436228489,0.329041947,0.49729994,0.282762719,0.203742736,0.392429969,1.542736927,1.163668067,1.758718197,1.542736927
186,Dasyatis,MT,2000,10.87,10.87,789.2642784,432.6023936,1309.90071,0.724244235,0.39696436,1.201990339,0.362122117,0.19848218,0.600995169,0.01377232,0.008298339,0.025126999,0.141119648,0.081724848,0.243680538,0.097593212,0.058803568,0.178054577,0.097593212
187,Dasyatis,MT,2005,238.20045,124.535225,936.2391943,488.0329214,1443.912318,0.859111273,0.447828489,1.324961993,0.429555636,0.223914245,0.662480997,0.254422643,0.164968778,0.488082749,0.141119648,0.081724848,0.243680538,1.802886034,1.168999355,3.458644887,1.802886034
188,Dasyatis,MT,2006,192.6554,147.24195,930.649558,496.8597735,1383.374187,0.853982114,0.45592818,1.269411028,0.426991057,0.22796409,0.634705514,0.207011757,0.139264851,0.387746021,0.141119648,0.081724848,0.243680538,1.466923704,0.986856564,2.747640219,1.466923704
189,Dasyatis,MT,2007,176.8822,202.57935,899.1901019,495.0720485,1287.541366,0.825114306,0.454287729,1.18147297,0.412557153,0.227143865,0.590736485,0.196712797,0.137379819,0.357285774,0.141119648,0.081724848,0.243680538,1.393943364,0.973498878,2.531793261,1.393943364
190,Dasyatis,MT,2008,192.85075,187.4627833,809.8698044,463.2055301,1101.499107,0.743152266,0.425046393,1.010756979,0.371576133,0.212523196,0.50537849,0.238125621,0.17508026,0.416339481,0.141119648,0.081724848,0.243680538,1.687402315,1.240651194,2.950258782,1.687402315
191,Dasyatis,MT,2009,111.4653,160.3994167,726.7183721,423.5858524,953.7055866,0.666850896,0.388690607,0.875138773,0.333425448,0.194345303,0.437569387,0.153381701,0.116876006,0.263146891,0.141119648,0.081724848,0.243680538,1.086891181,0.828205057,1.864707674,1.086891181
192,Dasyatis,MT,2010,95.692,133.3360167,668.0421334,382.8257304,859.1419314,0.613008439,0.351288327,0.788365326,0.30650422,0.175644164,0.394182663,0.143242462,0.111380898,0.2499623,0.141119648,0.081724848,0.243680538,1.015042654,0.789265703,1.771279217,1.015042654
193,Dasyatis,MT,2011,108.4644,105.2072333,630.4502195,342.5999534,832.7351843,0.578513369,0.314376373,0.764133982,0.289256684,0.157188186,0.382066991,0.172042767,0.130250771,0.316591987,0.141119648,0.081724848,0.243680538,1.219126954,0.922981123,2.243429539,1.219126954
194,Dasyatis,MT,2012,169.891,124.6824667,629.1987555,309.2518991,846.7879305,0.577365001,0.28377555,0.777029055,0.288682501,0.141887775,0.388514528,0.270011659,0.200629926,0.549361218,0.141119648,0.081724848,0.243680538,1.913352697,1.421700868,3.892875483,1.913352697
195,Dasyatis,MT,2013,98.76085,125.7054167,602.0539122,241.7192061,839.0897444,0.552456366,0.221806239,0.76996505,0.276228183,0.11090312,0.384982525,0.164039877,0.117699985,0.40857676,0.141119648,0.081724848,0.243680538,1.162416997,0.834043921,2.895250699,1.162416997
