"","Name","Adjusted","Year","Leave_est","Arrive_est","Surplus_est","Catch_est","Biomass_est","Profit_est","Fishing_est","PV_est","Revenue_est","Leave_lo","Arrive_lo","Surplus_lo","Catch_lo","Biomass_lo","Profit_lo","Fishing_lo","PV_lo","Revenue_lo","Leave_hi","Arrive_hi","Surplus_hi","Catch_hi","Biomass_hi","Profit_hi","Fishing_hi","PV_hi","Revenue_hi","Status"
"1","Atrina","MT",2015,253.755321829,253.755321829,1720.2581321805,403.39388951016,14068.3879526703,6171652.47877639,0.0316349558440463,6171652.47877639,8660120.13270412,196.6589639403,196.6589639403,0,272.82168607834,9609.53831092166,4180170.11491469,0.0276069366184961,4180170.11491469,2015,331.737680082,331.737680082,6643.23489558384,634.188190651511,22679.2818849323,6459516.087037,0.0380431459906681,6459516.087037,15377345.4401553,"MPA 2015"
"2","Atrina","MT",2016,279.96092025814,279.595658670886,1683.77130152878,498.465759233024,15253.3282333788,7803247.15064294,0.0354779064020212,7431663.95299328,10556214.1965182,191.229812387341,190.982780182131,0,332.062191627525,9277.22908708892,5098688.21726352,0.0346001749848128,4855893.54025097,2016,451.317709510153,450.743470308325,8311.4185226383,911.286987383829,30078.839180985,12347670.4809404,0.0402326650157205,11759686.1723242,21542336.2377889,"MPA 2015"
"3","Atrina","MT",2017,303.541231844239,302.749171761304,1616.44779071482,612.656296535731,16256.327667475,9731529.48338214,0.0402704992721614,8826784.11191124,12818921.4071421,184.61685883307,184.074069786297,0,397.694345535714,8878.99195250644,6119985.77849774,0.0429942005701765,5551007.50884149,2017,598.568899701601,597.0417632078,9836.32216224943,1315.8739830549,38597.7602236857,20452757.9879277,0.0438593979123008,18551254.4108188,30176609.6225308,"MPA 2015"
"4","Atrina","MT",2018,323.500920582753,322.23315492589,1533.74555930447,747.640533397032,17041.1649277256,11982559.5236405,0.0461716815515856,10350985.443162,15487016.9966883,176.691939854878,175.799851496342,0,467.088223951692,8411.01164019621,7202475.98224974,0.0528729437341537,6221769.55598725,2018,768.095428451345,765.165693798791,10867.9458608167,1901.59826467298,47561.1780851768,31560037.0632834,0.0494557006066497,27262746.6263111,42160435.4687976,"MPA 2015"
"5","Atrina","MT",2019,339.119182061739,337.337684838773,1452.30668997087,904.328075643457,17587.36204483,14570792.8944909,0.0533475194563746,11987427.3739776,18588788.6328376,167.379131639905,166.081860861003,0,536.0079204254,7873.70644899191,8276432.26956755,0.0642246995618173,6809041.31062062,2019,946.467443895019,941.700000958731,11115.9400276138,2730.97572930402,55941.3749405503,46555110.6235893,0.0577109662926842,38301004.7242367,58508082.0461014,"MPA 2015"
"6","Atrina","MT",2020,349.988504692117,347.661003885327,1386.49087310673,1082.50619165268,17889.0192254773,17492603.971024,0.061962293651415,13705912.9309674,22135062.2619918,156.686758334939,154.929963459067,0,598.722209075195,7273.22744504084,9243567.38188431,0.0769029546937462,7242576.9152207,2020,1113.23336131695,1106.30930918178,10569.5742990401,3861.54503521992,62642.4801522353,66260577.4546222,0.0694604533859618,51916896.2410065,80208767.9038596,"MPA 2015"
"7","Atrina","MT",2021,355.991482586998,353.085119840873,1346.03840293131,1280.43492628365,17951.7163393788,20718493.9650557,0.0721657572104092,15460459.1918476,26110635.283353,144.737226156313,142.473265724884,0,648.635524949493,6622.32795965992,9985173.62542851,0.0905983791472847,7451090.29738473,2021,1246.58535502948,1237.32648225865,9588.81110540838,5324.19309497333,66897.8392898996,91183500.7232034,0.085629333978662,68042532.1588814,107971430.20621,"MPA 2015"
"8","Atrina","MT",2022,357.239155153638,353.715271910806,1335.22432021762,1494.42348270535,17788.9932936483,24184526.1313497,0.0840761755781231,17187491.1995943,30464602.9052922,131.784326397232,128.978097930075,6.90822103586029,679.479561925236,5946.95039030339,10381021.9935236,0.104836739720281,7377598.51846742,2022,1331.267001869,1319.52350978644,8709.16097680203,7103.53992336964,68491.7168512494,121251341.014605,0.107129917297142,86171064.3123205,141947134.814321,"MPA 2015"
"9","Atrina","MT",2023,354.0009665436,349.812545410287,1353.20826855488,1718.46660826546,17419.5465328044,27784393.2055408,0.0977594598969377,18805570.9715924,35100949.6708269,118.344312767037,114.984934203822,103.495377440367,687.816777153223,5359.26961202731,10353828.4640391,0.119037802301009,7007878.65215472,2023,1362.98516533986,1348.46949817133,8314.23861568106,9128.925484517,67662.5143152449,155591923.444255,0.134719856391447,105310738.200826,181484203.287454,"MPA 2015"
"10","Atrina","MT",2024,346.648976002807,341.741164253231,1395.03275402858,1944.07628841708,16865.5951866663,31364555.7603889,0.113205906066478,20217872.296357,39871871.9344839,106.649465279344,102.827852095443,168.177057697555,686.819332706614,4836.80572383435,10120118.4847006,0.132918313884214,6523518.60841855,2024,1346.48403487337,1328.69894036923,8480.63321758839,11272.0337897389,64853.3286485903,192316543.150266,0.168821894562112,123968958.450846,224877048.283932,"MPA 2015"
"11","Atrina","MT",2025,335.625344214659,329.938658961805,1452.8348452915,2160.47892984878,16152.2644168561,34725692.8408694,0.130307648213385,21318563.0733952,44577204.2618382,96.2524339043037,92.0372551307236,210.608639820225,676.141499528632,4367.05768535237,9678524.38986341,0.146193145607275,5941774.39765464,2025,1290.58124010695,1268.8810878514,9049.971867393,13345.9929415872,60535.6074221406,228311564.87198,0.209306657716288,140163495.611539,269114207.569229,"MPA 2015"
"12","Atrina","MT",2026,321.430061895437,314.905462871171,1517.07511882135,2355.32706155477,15307.4878750985,37633687.7690754,0.148841522460711,22003637.810524,48973443.1689386,86.9044479385121,82.3516245815001,236.697508755698,656.321362732775,3942.88100801828,9044164.72015257,0.158597904834974,5287935.79895944,2026,1204.6585877006,1178.37792215501,9766.30353385577,15116.4047859602,55159.2255044906,259264767.424625,0.25528011819033,151586739.90299,309852191.473531,"MPA 2015"
