"","Name","Adjusted","Year","Biomass_est","Biomass_lo","Biomass_hi","Catch_est","Catch_lo","Catch_hi","Status"
"964","Dasyatis","MT",2023,1839.71307200376,666.028920961557,5219.02016876999,23.0856995278604,5.08986866421988,121.214980335671,"MPA"
"965","Dasyatis","MT",2024,1896.61008215523,683.281249755891,5291.93935272708,24.0114339755822,5.24022923505919,124.24708824469,"MPA"
"966","Dasyatis","MT",2025,1941.29128700552,698.685090704182,5332.64828111253,24.7542666655571,5.3755832305087,125.995048338468,"MPA"
"967","Dasyatis","MT",2026,1975.79203304203,712.340531090104,5354.97806856404,25.3380489871453,5.49647152719021,126.972494531915,"MPA"
"968","Dasyatis","MT",2027,2002.07844448546,724.368749397545,5367.10590281162,25.789157447273,5.6036735576349,127.509430168091,"MPA"
"969","Dasyatis","MT",2028,2021.89960397895,734.903500665904,5373.65714626702,26.133114371117,5.6981335942113,127.801434454593,"MPA"
"970","Dasyatis","MT",2029,2036.72749460598,744.083945842198,5377.18563457387,26.3926583643032,5.78089456870617,127.959357254948,"MPA"
"971","Dasyatis","MT",2030,2047.75359326017,752.04895957336,5379.08309050951,26.5869512230522,5.85304226162639,128.044506730946,"MPA"
"972","Dasyatis","MT",2031,2055.91582976283,758.932879972878,5380.10260839332,26.7315219525718,5.91566092300632,128.090342219173,"MPA"
"973","Dasyatis","MT",2032,2061.93782660326,764.86255434287,5380.65016843457,26.8386083649007,5.96980006488706,128.114993077591,"MPA"
"974","Dasyatis","MT",2033,2066.36976087583,769.955478205594,5380.94418754654,26.9176614492398,6.01645131388364,128.128244124807,"MPA"
"975","Dasyatis","MT",2034,2069.625505176,774.31880825034,5381.10204898602,26.9758733965684,6.05653376781579,128.135365314472,"MPA"
"976","Dasyatis","MT",2035,2072.01398683098,778.049039503252,5381.18680288084,27.0186590472426,6.09088616432509,128.139191722441,"MPA"
"977","Dasyatis","MT_20",2016,1273.82789578991,594.617022751292,2782.6475797178,14.4502572784779,4.39571568122135,50.4767727044448,"MPA"
"978","Dasyatis","MT_20",2017,1441.77743453449,630.088495088795,3514.57925887974,16.6055994874399,4.68233114767466,66.0992108213837,"MPA"
"979","Dasyatis","MT_20",2018,1605.76300534136,664.071367153872,4253.62177431215,18.7871733352325,4.96024680990333,83.4321444561586,"MPA"
"980","Dasyatis","MT_20",2019,1760.006262612,696.247110139151,4921.45326781617,20.9170438889631,5.22649744485726,100.932315610679,"MPA"
"981","Dasyatis","MT_20",2020,1899.79087249244,726.368194773831,5457.18999807476,22.9205143484336,5.47859845951633,116.754344025237,"MPA"
"982","Dasyatis","MT_20",2021,2022.03855174989,754.26291881067,5840.48242084753,24.7366232900142,5.71462175183926,129.461411025185,"MPA"
"983","Dasyatis","MT_20",2022,2125.49434526635,779.834606449898,6089.33093002607,26.3255383904488,5.93323057960815,138.567895264242,"MPA"
"984","Dasyatis","MT_20",2023,2210.5287815249,803.056028498452,6239.56729508321,27.6709418013863,6.13367224068667,144.491713990956,"MPA"
"985","Dasyatis","MT_20",2024,2278.69382148005,823.960320160001,6325.95495923721,28.7775011173609,6.31573433845212,148.075118907349,"MPA"
"986","Dasyatis","MT_20",2025,2332.2103946767,842.62982906981,6374.15922546561,29.6651716610907,6.47967419800005,150.139386260873,"MPA"
"987","Dasyatis","MT_20",2026,2373.52464251968,859.184243094042,6400.59125057286,30.3626039837719,6.62613235541736,151.293132464741,"MPA"
"988","Dasyatis","MT_20",2027,2404.99672124831,873.769100463154,6414.94342100313,30.9014183372865,6.75604047055612,151.926691839171,"MPA"
"989","Dasyatis","MT_20",2028,2428.72457614821,886.545460533697,6422.69461464327,31.3121745201768,6.87053215086045,152.271153481607,"MPA"
"990","Dasyatis","MT_20",2029,2446.47277694963,897.681186296452,6426.8686522773,31.6220772921208,6.97086269982867,152.457407395148,"MPA"
"991","Dasyatis","MT_20",2030,2459.66902694389,907.344009674247,6429.11289061734,31.8540388573879,7.05834129504338,152.557814408338,"MPA"
"992","Dasyatis","MT_20",2031,2469.43685296309,915.696341649361,6430.31855215262,32.0266196638665,7.13427694479096,152.611854041323,"MPA"
"993","Dasyatis","MT_20",2032,2476.64285299081,922.891654497005,6430.96598921712,32.1544417362868,7.19993795682964,152.640912653101,"MPA"
"994","Dasyatis","MT_20",2033,2481.94578167091,929.072193022825,6431.31358753635,32.2487945023455,7.25652360565827,152.656530724168,"MPA"
"995","Dasyatis","MT_20",2034,2485.84111235818,934.367750056279,6431.50018897815,32.318267505085,7.30514613269458,152.664922720046,"MPA"
"996","Dasyatis","MT_20",2035,2488.69863477033,938.89525228136,6431.60035852093,32.369326596463,7.34682103849657,152.669431303498,"MPA"
"997","Dasyatis","MT_40",2016,1484.62063999484,688.69429489702,3237.51927600913,16.8513160954269,5.11219121007481,59.0680423399034,"MPA"
"998","Dasyatis","MT_40",2017,1679.54004465016,729.431294455019,4091.77990346924,19.3557270349802,5.44286939124353,77.3888690404414,"MPA"
"999","Dasyatis","MT_40",2018,1869.64396792893,768.419717584524,4955.96195368658,21.8878904985391,5.76318292108597,97.7458127323905,"MPA"
"1000","Dasyatis","MT_40",2019,2048.24936077515,805.299249711377,5738.58885182478,24.3572536781175,6.06974583278242,118.337727885465,"MPA"
"1001","Dasyatis","MT_40",2020,2209.93176636413,839.792058698618,6367.87300879639,26.6774171178307,6.35973768223137,136.99583089984,"MPA"
"1002","Dasyatis","MT_40",2021,2351.18184637803,871.70778595719,6819.08231913013,28.7782599411989,6.63098677795727,152.015442338406,"MPA"
"1003","Dasyatis","MT_40",2022,2470.60579614941,900.942115604914,7112.56725320814,30.6143668436518,6.88200601787962,162.802908996324,"MPA"
"1004","Dasyatis","MT_40",2023,2568.68409337329,927.469951463484,7290.00301143266,32.1676086521976,7.11198045749958,169.833282977691,"MPA"
"1005","Dasyatis","MT_40",2024,2647.25062957194,951.334698313591,7392.13537223491,33.4440568856614,7.32071367205059,174.092147646412,"MPA"
"1006","Dasyatis","MT_40",2025,2708.89833618623,972.635297638663,7449.16716772951,34.467298980798,7.50854416230484,176.548073742817,"MPA"
"1007","Dasyatis","MT_40",2026,2756.46811321701,991.512553009193,7480.45676487736,35.270790735264,7.67624442739537,177.921750851886,"MPA"
"1008","Dasyatis","MT_40",2027,2792.69261422371,1008.13598492731,7497.45389292323,35.8912611200851,7.82491451861797,178.676502225801,"MPA"
"1009","Dasyatis","MT_40",2028,2819.99602287504,1022.69207861742,7506.63693055196,36.3640982377678,7.95587965122305,179.087036482074,"MPA"
"1010","Dasyatis","MT_40",2029,2840.41447375232,1035.37441453262,7511.58365662432,36.7207415839821,8.07059856974447,179.309099732097,"MPA"
"1011","Dasyatis","MT_40",2030,2855.59376587508,1046.37585520195,7514.24416918769,36.9876329770492,8.17058648672035,179.428851395674,"MPA"
"1012","Dasyatis","MT_40",2031,2866.82813587396,1055.88272875767,7515.67389164157,37.1861708618676,8.2573539723625,179.493322765041,"MPA"
"1013","Dasyatis","MT_40",2032,2875.11533978426,1064.07080110858,7516.44187408839,37.3332010234432,8.33236136295971,179.528001341285,"MPA"
"1014","Dasyatis","MT_40",2033,2881.21354991979,1071.10275308977,7516.85431092934,37.4417230928401,8.3969870983911,179.546645503612,"MPA"
"1015","Dasyatis","MT_40",2034,2885.69286007483,1077.12685777049,7517.07578360337,37.5216241004782,8.45250780329438,179.556666439714,"MPA"
"1016","Dasyatis","MT_40",2035,2888.97866760444,1082.2765678664,7517.1947066169,37.5803445565166,8.50008775332233,179.562051739224,"MPA"
"1017","Dasyatis","MT_60",2016,1697.43850421469,784.945513249408,3697.85227057721,19.2539320804103,5.84312352082691,67.4959100566601,"MPA"
"1018","Dasyatis","MT_60",2017,1919.76153547285,830.801318014509,4678.45542510101,22.1095361000001,6.21668043690261,88.506762904545,"MPA"
"1019","Dasyatis","MT_60",2018,2136.44860978159,874.623795030208,5673.15787231497,24.9949736957142,6.57798177406635,111.904670852231,"MPA"
"1020","Dasyatis","MT_60",2019,2339.89220914683,916.016569861559,6576.78205644686,27.806990814649,6.92326167862128,135.637178923761,"MPA"
"1021","Dasyatis","MT_60",2020,2523.93782218405,954.677658004378,7305.67370359892,30.4473294725616,7.24941127815201,157.207472962271,"MPA"
"1022","Dasyatis","MT_60",2021,2684.62480984921,990.404163201318,7829.826137834,32.8365065694109,7.55406553880246,174.626631860274,"MPA"
"1023","Dasyatis","MT_60",2022,2820.40525929369,1023.08982086065,8171.55555470308,34.9233141405093,7.83563644778653,187.1739177116,"MPA"
"1024","Dasyatis","MT_60",2023,2931.86102328941,1052.71663525013,8378.50601612114,36.6876347307819,8.09329237410707,195.370380163657,"MPA"
"1025","Dasyatis","MT_60",2024,3021.10589070468,1079.34234257391,8497.75808708557,38.1368250940107,8.32689224152899,200.344002792037,"MPA"
"1026","Dasyatis","MT_60",2025,3091.1078432037,1103.08556395963,8564.395122352,39.298050368399,8.53688756237136,203.215274591963,"MPA"
"1027","Dasyatis","MT_60",2026,3145.10871528248,1124.11035090305,8600.9696695198,40.2095715988688,8.72420661618972,204.822371883894,"MPA"
"1028","Dasyatis","MT_60",2027,3186.22117749017,1142.61147454563,8620.84280092077,40.9132633604452,8.89013389943557,205.705744040142,"MPA"
"1029","Dasyatis","MT_60",2028,3217.20322673298,1158.80138060139,8631.58145720501,41.4493981249705,9.03619530483831,206.186364681263,"MPA"
"1030","Dasyatis","MT_60",2029,3240.36943698435,1172.89931476462,8637.3668476483,41.8537116848856,9.16405619317413,206.446382806875,"MPA"
"1031","Dasyatis","MT_60",2030,3257.58954296586,1185.12277679119,8640.47870415675,42.1562339057185,9.27543630472455,206.586619146519,"MPA"
"1032","Dasyatis","MT_60",2031,3270.33323557163,1195.68120996959,8642.15109980888,42.3812521990254,9.37204277413741,206.662125938829,"MPA"
"1033","Dasyatis","MT_60",2032,3279.73316507832,1204.77167614869,8643.04949658444,42.5478782091378,9.45552055712753,206.702743513593,"MPA"
"1034","Dasyatis","MT_60",2033,3286.64979922961,1212.5761898028,8643.53200189367,42.6708552763332,9.5274183531737,206.724582158212,"MPA"
"1035","Dasyatis","MT_60",2034,3291.73003387623,1219.26036683043,8643.79111630471,42.7613939019604,9.58916750208828,206.73632083832,"MPA"
"1036","Dasyatis","MT_60",2035,3295.45650901318,1224.97306417078,8643.9302600161,42.8279290360951,9.64207118410828,206.742629656016,"MPA"
"1037","Epinephelus","MT",2016,13881.1868341651,9834.61303950845,17912.0717663542,63.5439040185128,41.7290610837282,94.1022091520135,"MPA"
"1038","Epinephelus","MT",2017,14204.835769135,9391.47368431242,19312.2243983203,65.0623885384427,39.6669960536577,101.522673638117,"MPA"
"1039","Epinephelus","MT",2018,14524.7693015612,9002.46490180085,20802.0429570232,66.5662690335946,37.8735810607197,109.432453317152,"MPA"
"1040","Epinephelus","MT",2019,14840.5241822013,8658.31679485189,22384.1159332834,68.0531257502738,36.2996553971241,117.847860542466,"MPA"
"1041","Epinephelus","MT",2020,15151.6618870325,8351.78457597697,24060.5960843895,69.5207389996452,34.9075337058768,126.783336514626,"MPA"
"1042","Epinephelus","MT",2021,15457.7707971889,8077.11936063451,25833.1151840172,70.967040714534,33.6677932872595,136.250927121404,"MPA"
"1043","Epinephelus","MT",2022,15758.4680736528,7829.6977818511,27702.696351946,72.3901037080479,32.5571026127967,146.259778102629,"MPA"
"1044","Epinephelus","MT",2023,16053.4012002132,7605.75716894867,29669.666075763,73.7881418849501,31.5567077337841,156.815632044992,"MPA"
"1045","Epinephelus","MT",2024,16342.2491829425,7402.20260004804,31733.5684916694,75.1595135189093,30.6513524005689,167.92032979634,"MPA"
"1046","Epinephelus","MT",2025,16624.7234036529,7216.4639423208,33893.0849095174,76.5027248892681,29.8284923072846,179.571327165158,"MPA"
"1047","Epinephelus","MT",2026,16900.5681320005,7046.38832403997,36145.9619163453,77.8164332244057,29.0777134378074,191.761242124623,"MPA"
"1048","Epinephelus","MT",2027,17169.5607070372,6890.15815221623,38488.9516343756,79.0994485193476,28.3902948727532,204.477450467039,"MPA"
"1049","Epinephelus","MT",2028,17431.5114042785,6746.22783335771,40917.7678027984,80.3507340647205,27.758875645287,217.701749536921,"MPA"
"1050","Epinephelus","MT",2029,17686.2630088017,6613.27438007393,43427.061258726,81.5694056560578,27.1771977183105,231.410110355379,"MPA"
"1051","Epinephelus","MT",2030,17933.6901185073,6490.15845905125,46010.418079226,82.7547295237042,26.6399054425853,245.572538019112,"MPA"
"1052","Epinephelus","MT",2031,18173.6982044613,6375.89338241369,48660.383092989,83.9061190651305,26.1423874638509,260.153058575123,"MPA"
"1053","Epinephelus","MT",2032,18406.2224571975,6269.62020722934,51368.5106735938,85.0231304868907,25.6806509093802,275.109847540796,"MPA"
"1054","Epinephelus","MT",2033,18631.2264490267,6170.58757863361,54125.4437042383,86.1054574790777,25.2512203865755,290.395510845385,"MPA"
"1055","Epinephelus","MT",2034,18848.7006428304,6078.13529076627,56921.0203975255,87.152925054087,24.8510562440702,305.957523312813,"MPA"
"1056","Epinephelus","MT",2035,19058.6607775718,5991.6807864386,59744.4073281802,88.1654826855063,24.4774879251178,321.738823114429,"MPA"
"1057","Epinephelus","MT_20",2016,17047.1030546867,12022.7799972379,21990.1422699075,76.2612290236262,49.8775386399487,113.392829382031,"MPA"
"1058","Epinephelus","MT_20",2017,17446.3086528413,11481.5012971377,23712.8719149973,78.0920571792788,47.4149474276607,122.35428331081,"MPA"
"1059","Epinephelus","MT_20",2018,17840.9685709313,11006.3486558743,25546.3465396463,79.9054468169872,45.2732015485657,131.908815109827,"MPA"
"1060","Epinephelus","MT_20",2019,18230.5077379843,10585.9981728904,27493.8156057093,81.6984694924304,43.3935949528158,142.076470083052,"MPA"
"1061","Epinephelus","MT_20",2020,18614.3815107878,10211.5997012137,29557.9963875915,83.4684342509301,41.7311228350043,152.875054106512,"MPA"
"1062","Epinephelus","MT_20",2021,18992.0784101755,9876.13041977342,31740.9684110523,85.2128314358793,40.2506468241631,164.319499639723,"MPA"
"1063","Epinephelus","MT_20",2022,19363.1224776392,9573.94240022086,34044.0646877845,86.92932064223,38.9243023954579,176.421252822547,"MPA"
"1064","Epinephelus","MT_20",2023,19727.0752196285,9300.4391187596,36467.7623305335,88.6157314521781,37.7296915795771,189.187661134519,"MPA"
"1065","Epinephelus","MT_20",2024,20083.5371247014,9051.83976196865,39011.5757014991,90.2700677010327,36.6485934689228,202.621364912788,"MPA"
"1066","Epinephelus","MT_20",2025,20432.1487499931,8825.00459349617,41673.9557723018,91.8905120961956,35.6660259067269,216.719705916297,"MPA"
"1067","Epinephelus","MT_20",2026,20772.5913824278,8617.30360172159,44452.1998172851,93.475429952301,34.7695508852066,231.474171392262,"MPA"
"1068","Epinephelus","MT_20",2027,21104.5872877547,8426.51635236184,47342.3758754121,95.0233715347115,33.9487524456314,246.869895450959,"MPA"
"1069","Epinephelus","MT_20",2028,21427.8995671024,8250.75468785867,50339.2665484024,96.5330728209293,33.1948388274135,262.885241666979,"MPA"
"1070","Epinephelus","MT_20",2029,21742.3316463384,8088.40238911964,53436.3366049591,98.0034546454798,32.5003355190019,279.491491743581,"MPA"
"1071","Epinephelus","MT_20",2030,22047.7264280906,7938.06759206983,56625.7284918002,99.4336202785546,31.8588457578575,296.652664652737,"MPA"
"1072","Epinephelus","MT_20",2031,22343.9651398141,7798.54490761549,59898.2891849945,100.822851538459,31.2648617235062,314.325488719936,"MPA"
"1073","Epinephelus","MT_20",2032,22630.9659137858,7668.78500318064,63243.6308438205,102.170603568578,30.7136142796214,332.459545533246,"MPA"
"1074","Epinephelus","MT_20",2033,22908.6821364178,7547.86997896459,66650.2264741273,103.476498428537,30.2009523477368,350.997599295043,"MPA"
"1075","Epinephelus","MT_20",2034,23177.1006048553,7434.99328583607,70105.5403184185,104.740317660233,29.723245285357,369.876118412919,"MPA"
"1076","Epinephelus","MT_20",2035,23436.2395285602,7329.4432331579,73596.1910445085,105.961993994356,29.2773032883387,389.025988011006,"MPA"
"1077","Epinephelus","MT_40",2016,20051.3456050023,13601.9088851147,25860.3094724819,88.9756056976231,55.6948002099794,138.908558786631,"MPA"
"1078","Epinephelus","MT_40",2017,20521.7766128825,13040.6177553032,27877.6816857283,91.1158150393982,53.1852879322213,149.839547804154,"MPA"
"1079","Epinephelus","MT_40",2018,20986.8736364734,12543.9575538984,30023.8660171913,93.2357422123235,50.9826162214221,161.489266699627,"MPA"
"1080","Epinephelus","MT_40",2019,21445.9572322051,12101.5088027805,32302.5428797368,95.3319584903409,49.0341107742877,173.881457102573,"MPA"
"1081","Epinephelus","MT_40",2020,21898.383744809,11704.9998528283,34716.7636193676,97.4013110193169,47.2986742020581,187.037098789329,"MPA"
"1082","Epinephelus","MT_40",2021,22343.5485555781,11347.7759130947,37268.8284937191,99.44085807504,45.7437179861309,200.973638945528,"MPA"
"1083","Epinephelus","MT_40",2022,22780.8888822358,11024.4191929397,39960.1613274457,101.447855376732,44.3430434856165,215.704252414144,"MPA"
"1084","Epinephelus","MT_40",2023,23209.8860918689,10730.4719938357,42791.1838827799,103.419757166778,43.0753339762437,231.237106153953,"MPA"
"1085","Epinephelus","MT_40",2024,23630.0675091983,10462.2314433795,45761.1936305682,105.354221348692,41.9230583150002,247.574631344093,"MPA"
"1086","Epinephelus","MT_40",2025,24041.0077157628,10216.5950368181,48868.2491990757,107.249115004956,40.8716595506358,264.71281892599,"MPA"
"1087","Epinephelus","MT_40",2026,24442.3293461812,9990.94282736613,52109.0682694159,109.102518861982,39.908945027226,282.640560801581,"MPA"
"1088","Epinephelus","MT_40",2027,24833.703396725,9783.04646062067,55478.9430227845,110.912730113839,39.0246215692175,301.339062884747,"MPA"
"1089","Epinephelus","MT_40",2028,25214.849069283,9590.99814697934,58971.6783677604,112.678263384232,38.2099368046453,320.781358624658,"MPA"
"1090","Epinephelus","MT_40",2029,25585.5331804458,9413.15463184991,62579.5580307661,114.397849787396,37.457399250037,340.931952568374,"MPA"
"1091","Epinephelus","MT_40",2030,25945.5691708786,9248.09257947444,66293.3431341268,116.070434147114,36.7605575998606,361.746622845423,"MPA"
"1092","Epinephelus","MT_40",2031,26294.8157543552,9094.57273612591,70102.3070859693,117.695170491174,36.1138250456499,383.172408942945,"MPA"
"1093","Epinephelus","MT_40",2032,26633.1752488175,8951.5109133965,73994.309460697,119.271415974473,35.5123382148439,405.147806661776,"MPA"
"1094","Epinephelus","MT_40",2033,26960.5916336382,8817.95431818623,77955.9100843044,120.798723406251,34.951842991592,427.603185689376,"MPA"
"1095","Epinephelus","MT_40",2034,27277.0483779753,8693.06211003393,81972.5228151483,122.276832569895,34.4286014038224,450.461436945482,"MPA"
"1096","Epinephelus","MT_40",2035,27582.5660848169,8576.08932729684,86028.6066209391,123.705660529704,33.9393151603768,473.638847087433,"MPA"
"1097","Epinephelus","MT_60",2016,22476.4202369176,15920.3644463607,28991.6598842533,101.676118372956,66.7242834059958,150.789505210253,"MPA"
"1098","Epinephelus","MT_60",2017,23001.655193031,15212.9133722973,31256.9831919085,104.111634608849,63.4749310370083,162.67673774113,"MPA"
"1099","Epinephelus","MT_60",2018,23520.8855173961,14591.0851527879,33667.0936545072,106.523842372936,60.6447137454654,175.3465011,"MPA"
"1100","Epinephelus","MT_60",2019,24033.3569293532,14040.3545716478,36226.1116675641,108.908853085021,58.1576992324704,188.824598939182,"MPA"
"1101","Epinephelus","MT_60",2020,24538.355228484,13549.3409662839,38937.4440547933,111.263096488569,55.9555124257316,203.133789485645,"MPA"
"1102","Epinephelus","MT_60",2021,25035.2098644553,13108.9935679403,41803.6460756075,113.583244481717,53.9924627807698,218.292945393796,"MPA"
"1103","Epinephelus","MT_60",2022,25523.2970093038,12712.0193173771,44826.2797753552,115.866194512394,52.232238785766,234.316245074421,"MPA"
"1104","Epinephelus","MT_60",2023,26002.0420892111,12352.4724876025,48005.7721504521,118.109070248068,50.6455961097813,251.212368158741,"MPA"
"1105","Epinephelus","MT_60",2024,26470.9217564752,12025.4548597685,51341.2773334792,120.309227047923,49.2087031686992,268.983699684063,"MPA"
"1106","Epinephelus","MT_60",2025,26929.4652972892,11726.8930276923,54830.5476723404,122.464257956149,47.9019340212123,287.6255607455,"MPA"
"1107","Epinephelus","MT_60",2026,27377.2554826839,11453.3705244333,58469.8191301668,124.571998550047,46.7089726229056,307.125490262931,"MPA"
"1108","Epinephelus","MT_60",2027,27813.9288800033,11201.999573777,62253.7168059629,126.630529958856,45.6161380628519,327.462606800973,"MPA"
"1109","Epinephelus","MT_60",2028,28239.1756509069,10970.3219190391,66175.1865038626,128.63817979616,44.6118693603269,348.60708197266,"MPA"
"1110","Epinephelus","MT_60",2029,28652.7388691837,10756.2312846255,70225.4580988486,130.593520958218,43.6863272586455,370.519757923903,"MPA"
"1111","Epinephelus","MT_60",2030,29054.413397608,10557.9121350386,74394.0459080172,132.495368353997,42.8310830081928,393.151940552305,"MPA"
"1112","Epinephelus","MT_60",2031,29444.0443676458,10373.7908539211,78668.7903480519,134.342773699114,42.0388726507695,416.445397243853,"MPA"
"1113","Epinephelus","MT_60",2032,29821.5253090575,10202.4964889274,83035.9438387387,136.13501854667,41.3034011994105,440.332582870737,"MPA"
"1114","Epinephelus","MT_60",2033,30186.7959783859,10042.8289364819,87480.3022310208,137.871605753116,40.6191852323734,464.737110577064,"MPA"
"1115","Epinephelus","MT_60",2034,30539.839936044,9893.73296557633,91985.3810664467,139.552249591746,39.981425353567,489.574474663523,"MPA"
"1116","Epinephelus","MT_60",2035,30880.6819213451,9754.27686291362,96533.6338209016,141.176864732978,39.3859020856021,514.753022050197,"MPA"
"1117","Lutjanus","MT",2016,415.691827396244,231.104890208232,877.186570551952,67.7319114373552,22.7295370998486,209.921898709171,"MPA"
"1118","Lutjanus","MT",2017,424.789602008227,225.165863601566,973.634312123114,68.704389473024,21.9711907461858,231.821532220903,"MPA"
"1119","Lutjanus","MT",2018,433.506062964903,219.974757305979,1070.05152008765,69.6342849931722,21.314227750167,253.820276363228,"MPA"
"1120","Lutjanus","MT",2019,441.713454572931,215.402531614432,1162.86817370244,70.5157150281303,20.7401309961233,275.460525798056,"MPA"
"1121","Lutjanus","MT",2020,449.305970021942,211.348259713604,1248.62384850423,71.345886385253,20.2349873575662,296.288699780318,"MPA"
"1122","Lutjanus","MT",2021,456.212481864829,207.73198461155,1324.90697988455,72.1231208403684,19.7879201732439,315.884913397492,"MPA"
"1123","Lutjanus","MT",2022,462.402036021858,204.489634731635,1390.81767273847,72.8463259399312,19.3902376194982,333.90015770277,"MPA"
"1124","Lutjanus","MT",2023,467.881355767486,201.569314091845,1446.70119310428,73.5149706068906,19.0348872696818,350.092686168928,"MPA"
"1125","Lutjanus","MT",2024,472.686686313522,198.928554036569,1493.55159588454,74.1292135507805,18.7160791844604,364.348669801993,"MPA"
"1126","Lutjanus","MT",2025,476.873441056883,196.532254783498,1532.54497490397,74.6900144921156,18.4290137476815,376.676323206881,"MPA"
"1127","Lutjanus","MT",2026,480.506518780557,194.35112973608,1564.81622782945,75.1991490051348,18.1696791290386,387.177897077014,"MPA"
"1128","Lutjanus","MT",2027,483.652832123337,192.360520286706,1591.38888412056,75.6591148324373,17.9346971869506,396.014400380611,"MPA"
"1129","Lutjanus","MT",2028,486.376391421094,190.539485935952,1613.1651728748,76.0729612168414,17.7212042429446,403.375069942903,"MPA"
"1130","Lutjanus","MT",2029,488.735584830798,188.870100441206,1630.93215421939,76.4440880349883,17.5267576268541,409.455597176663,"MPA"
"1131","Lutjanus","MT",2030,490.782047722376,187.33690313008,1645.37033177321,76.7760546791565,17.3492616553481,414.444296673775,"MPA"
"1132","Lutjanus","MT",2031,492.560539246676,185.926467795431,1657.06239349269,77.0724223801674,17.1869084946438,418.514187916086,"MPA"
"1133","Lutjanus","MT",2032,494.109377963527,184.627061249502,1666.50223829916,77.3366381784314,17.0381305626039,421.819165689382,"MPA"
"1134","Lutjanus","MT",2033,495.461134893201,183.428370686634,1674.10442144735,77.5719584706119,16.9015619644571,424.492871815492,"MPA"
"1135","Lutjanus","MT",2034,496.643401169413,182.321284206604,1680.21380485548,77.7814051214773,16.7760070574813,426.649255748799,"MPA"
"1136","Lutjanus","MT",2035,497.679530509061,181.297712694498,1685.11503715818,77.9677459020737,16.6604146803482,428.384102811517,"MPA"
"1137","Lutjanus","MT_20",2016,492.052223684578,273.315485290853,1039.29811342449,81.1115448983505,27.0667629172299,252.668396439407,"MPA"
"1138","Lutjanus","MT_20",2017,502.031090410776,266.098085547604,1150.33323016423,82.1228727982292,26.1413889721877,278.076303242754,"MPA"
"1139","Lutjanus","MT_20",2018,511.611561485305,259.794188081508,1261.14949202038,83.093836631417,25.3404801283129,303.522408319343,"MPA"
"1140","Lutjanus","MT_20",2019,520.641804137362,254.245244786421,1367.65520243155,84.017157492013,24.6411391573075,328.495650817936,"MPA"
"1141","Lutjanus","MT_20",2020,528.995955655518,249.327473414246,1465.89890943824,84.8892292050578,24.0261859306682,352.493518189996,"MPA"
"1142","Lutjanus","MT_20",2021,536.58902157461,244.942955297707,1553.16252923186,85.7077195137519,23.4822142703555,375.052559514694,"MPA"
"1143","Lutjanus","MT_20",2022,543.383177933488,241.013319997048,1628.4849320396,86.4709369781568,22.9985305020978,395.788329133471,"MPA"
"1144","Lutjanus","MT_20",2023,549.384678000684,237.475152368114,1692.33187940955,87.1778101934521,22.5664727075539,414.43563447586,"MPA"
"1145","Lutjanus","MT_20",2024,554.634176770519,234.276599901152,1745.89239707254,87.8280515331907,22.1789405822428,430.871777368199,"MPA"
"1146","Lutjanus","MT_20",2025,559.19456167578,231.374837784321,1790.53824359931,88.4223005920802,21.8300564364767,445.109975817387,"MPA"
"1147","Lutjanus","MT_20",2026,563.139638647315,228.734156870927,1827.57251336422,88.9621524640741,21.5149133859714,457.267787273906,"MPA"
"1148","Lutjanus","MT_20",2027,566.545446405703,226.324509229923,1858.15686353895,89.4500562828721,21.2293841505519,467.527527350852,"MPA"
"1149","Lutjanus","MT_20",2028,569.484573349054,224.12039283787,1883.30714501312,89.889121396123,20.9699734184353,476.102318695669,"MPA"
"1150","Lutjanus","MT_20",2029,572.023038994471,222.099989523077,1903.90551979626,90.2828865278071,20.7337023452349,483.212125558636,"MPA"
"1151","Lutjanus","MT_20",2030,574.219021924857,220.244493322612,1920.71345637858,90.635099130047,20.5180172344019,489.068656173382,"MPA"
"1152","Lutjanus","MT_20",2031,576.122751792231,218.537582953127,1934.38331826065,90.9495329215723,20.3207166989076,493.866748928917,"MPA"
"1153","Lutjanus","MT_20",2032,577.777042738599,216.965004077083,1945.46921946601,91.2298533754067,20.1398931213823,497.780185344763,"MPA"
"1154","Lutjanus","MT_20",2033,579.218117929962,215.514235784287,1954.43772416092,91.4795288439867,19.9738852861441,500.960413003343,"MPA"
"1155","Lutjanus","MT_20",2034,580.476513853914,214.174222117628,1961.6784578572,91.7017792213831,19.8212398120219,503.537093203233,"MPA"
"1156","Lutjanus","MT_20",2035,581.577949763415,212.935154195132,1967.51440521381,91.8995526042736,19.6806795671572,505.619706402047,"MPA"
"1157","Lutjanus","MT_40",2016,567.08414674138,317.713383048254,1190.34051197045,94.4857975639124,31.7699315556738,292.364567431031,"MPA"
"1158","Lutjanus","MT_40",2017,577.935195261425,309.709662044199,1312.9739147856,95.5320866150891,30.7262769972885,320.57148242919,"MPA"
"1159","Lutjanus","MT_40",2018,588.381071580358,302.699100899691,1434.71796202888,96.5415098707239,29.8196920729731,348.66400234345,"MPA"
"1160","Lutjanus","MT_40",2019,598.244414725971,296.51198065723,1551.05567435967,97.5052035226123,29.025486487717,376.089329688019,"MPA"
"1161","Lutjanus","MT_40",2020,607.377382554103,291.015106756827,1657.73637213023,98.4185788764743,28.3250687887223,402.314344675667,"MPA"
