"","Name","Adjusted","r","r.low","r.hi","k","k.low","k.hi","f","f_lo","f_hi","b","b_lo","b_hi","m.rate","msy","msy.low","msy.hi","bmsy","bmsy.low","bmsy.hi","fmsy","fmsy_lo","fmsy_hi","p.lo","p.hi","p","f_bar","c","c.lo","c.hi","profit.msy","profit.msy.lo","profit.msy.hi"
"17","Epinephelus","MT",0.062038507,0.039696193,0.096955807,25301.96019,4836.329993,132370.866,0.026277313,0.022012025,0.032283014,16119.56166,13120.79355,19243.0622,0.250328157,392.423961,36.75302039,4190.038356,12650.98009,2418.164996,66185.433,0.031019254,0.019848096,0.048477904,2500,2500,2500,1.9,3162744.99219098,462928.791633213,21607980.1841268,882953.91225,82694.2958775,9427586.301
"18","Epinephelus","MT_20",0.062038507,0.039696193,0.096955807,31068.99277,5908.619693,163368.4958,0.025605519,0.02146503,0.031442121,19850.97472,16166.03778,23680.12125,0.250328157,481.8684843,44.68362193,5196.473028,15534.49639,2954.309847,81684.24792,0.031019254,0.019848096,0.048477904,2500,2500,2500,1.9,3883624.05733549,562820.004624121,26798152.3499861,1084204.089675,100538.1493425,11692064.313
"19","Epinephelus","MT_40",0.062038507,0.039696193,0.096955807,36551.51895,7007.578052,190652.6803,0.025374783,0.021249554,0.031122486,23370.06232,19054.07737,27906.95054,0.250328157,566.9004195,53.40645843,6017.550969,18275.75948,3503.789026,95326.34013,0.031019254,0.019848096,0.048477904,2500,2500,2500,1.9,4568939.82282746,672689.945045611,31032441.9605683,1275525.943875,120164.5314675,13539489.68025
"20","Epinephelus","MT_60",0.062038507,0.039696193,0.096955807,40965.99722,7885.354207,212826.575,0.025911041,0.021721466,0.031843928,26155.87706,21282.73948,31200.74969,0.250328157,635.3673302,60.32714831,6691.707724,20482.99861,3942.677103,106413.2875,0.031019254,0.019848096,0.048477904,2500,2500,2500,1.9,5120749.60119931,759860.647464623,34509060.6846369,1429576.49295,135736.0836975,15056342.379
"21","Lutjanus","MT",0.282239296,0.163449697,0.487361077,1240.837593,402.2709952,3827.464445,0.078344097,0.055310333,0.155708331,518.5641493,260.9137213,734.5180826,0.122491106,87.55328219,28.08181813,272.9729673,620.4187963,201.1354976,1913.732222,0.141119648,0.081724848,0.243680538,2250,2500,2375,1.9,147349.464194561,77313.1946265596,280052.081241712,187145.140681125,56865.68171325,614189.176425
"22","Lutjanus","MT_20",0.282239296,0.163449697,0.487361077,1469.219105,475.0846858,4543.62105,0.080794673,0.056068101,0.15677244,603.4027501,310.9712913,869.509168,0.122491106,103.6678415,33.08285588,324.8516816,734.6095525,237.5423429,2271.810525,0.141119648,0.081724848,0.243680538,2250,2500,2375,1.9,174469.768775571,91081.7548782715,333276.186381368,221590.01120625,66992.783157,730916.2836
"23","Lutjanus","MT_40",0.282239296,0.163449697,0.487361077,1700.961905,565.9828802,5111.941551,0.081102725,0.056541366,0.158478983,701.2959919,358.8931167,1005.936369,0.122491106,120.0195727,40.51002678,355.5835179,850.4809525,282.9914401,2555.970775,0.141119648,0.081724848,0.243680538,2250,2500,2375,1.9,201989.226307098,111529.800893603,364805.003323655,256541.83664625,82032.8042295,800062.915275
"24","Lutjanus","MT_60",0.282239296,0.163449697,0.487361077,1927.033385,631.1378145,5883.750874,0.081423848,0.057072821,0.160614164,798.3202201,404.7109076,1138.936238,0.122491106,135.9711366,44.492278,415.5361517,963.5166926,315.5689072,2941.875437,0.141119648,0.081724848,0.243680538,2250,2500,2375,1.9,228835.214657707,122493.498550159,426312.412052373,290638.3044825,90096.86295,934956.341325
"25","Micropogonias","MT",0.565525439,0.407485471,0.784859938,1028.297105,543.2403602,1946.45872,0.325689235,0.227672353,0.617218269,423.0465276,223.2301066,605.1753686,1,145.3820429,79.12780044,267.1114105,514.1485525,271.6201801,973.2293599,0.282762719,0.203742736,0.392429969,750,750,750,1.9,38561.1414972283,29127.8361600092,51049.5053131378,98132.8789575,53411.265297,180300.2020875
"26","Micropogonias","MT_20",0.565525439,0.407485471,0.784859938,1249.360535,655.6321697,2380.758326,0.322031482,0.224900315,0.604443866,513.421977,273.5374602,735.1614422,1,176.6362912,94.88824488,328.8118502,624.6802675,327.8160848,1190.379163,0.282762719,0.203742736,0.392429969,750,750,750,1.9,46851.0201304154,34929.4335872666,62841.50221208,119229.49656,64049.565294,221947.998885
"27","Micropogonias","MT_40",0.565525439,0.407485471,0.784859938,1430.402697,760.6753428,2689.783357,0.323916451,0.229392552,0.622699181,595.5065861,309.7713726,840.8920779,1,202.2322782,111.5037062,366.7850672,715.2013487,380.3376714,1344.891678,0.282762719,0.203742736,0.392429969,750,750,750,1.9,53640.1012079672,41045.7723754137,70098.8258111347,136506.787785,75265.001685,247579.92036
"28","Micropogonias","MT_60",0.565525439,0.407485471,0.784859938,1653.147593,874.4332864,3125.33501,0.324776468,0.227179873,0.618535307,678.7767649,356.4076579,970.379623,1,233.7242544,127.5215895,428.3747349,826.5737965,437.2166432,1562.667505,0.282762719,0.203742736,0.392429969,750,750,750,1.9,61993.0348031489,46942.1359517819,81869.6523085881,157763.87172,86077.0729125,289152.9460575
"29","Mugil","MT",0.565525439,0.407485471,0.784859938,2812.149899,1426.383789,5544.221069,0.306123069,0.203937179,3.842854152,741.7735637,59.08993447,1113.450727,0.534863273,397.5855763,199.8043739,791.1452957,1406.074949,713.1918943,2772.110534,0.282762719,0.203742736,0.392429969,600,1000,750,1.9,105455.621334933,58840.1955788009,201601.650790335,268370.2640025,107894.361906,712030.76613
"30","Mugil","MT_20",0.565525439,0.407485471,0.784859938,3405.630433,1729.753344,6705.186429,0.301489879,0.202653563,3.632938755,903.8074537,75.00506295,1344.604043,0.534863273,481.4926611,242.6151738,955.5675316,1702.815216,864.8766718,3352.593214,0.282762719,0.203742736,0.392429969,600,1000,750,1.9,127711.141377517,71447.5063690123,243500.141957813,325007.5462425,131012.193852,860010.77844
"31","Mugil","MT_40",0.565525439,0.407485471,0.784859938,3993.37497,2000.593984,7971.154456,0.299041982,0.201695213,3.562366622,1063.073479,89.23943931,1576.15838,0.534863273,564.588783,276.9259519,1151.067611,1996.687485,1000.296992,3985.577228,0.282762719,0.203742736,0.392429969,600,1000,750,1.9,149751.561573434,81551.6540133239,293317.968027055,381097.428525,149540.014026,1035960.8499
"32","Mugil","MT_60",0.565525439,0.407485471,0.784859938,4513.869064,2279.740483,8937.426906,0.296915013,0.203888801,3.571729792,1223.644423,101.7205727,1781.943873,0.534863273,638.1769457,318.0291977,1280.605105,2256.934532,1139.870241,4468.713453,0.282762719,0.203742736,0.392429969,600,1000,750,1.9,169270.090119271,93656.1088587718,326327.040787244,430769.4383475,171735.766758,1152544.5945
"33","Octopus","MT",0.565525439,0.407485471,0.784859938,4826.443309,2907.033384,8013.170794,0.21532076,0.16868877,0.469930006,2253.313796,1032.462778,2876.215408,0.110782429,682.3691174,480.2401908,969.5723541,2413.221654,1453.516692,4006.585397,0.282762719,0.203742736,0.392429969,5000,6000,5500,1.9,1327271.91157757,1178545.55266206,1482413.31808173,3377727.13113,2161080.8586,5235690.71214
"34","Octopus","MT_20",0.565525439,0.407485471,0.784859938,5808.195571,3517.203789,9591.464643,0.212913155,0.168150965,0.468926344,2734.552906,1241.607121,3462.497451,0.110782429,821.1705871,584.0448082,1154.570888,2904.097785,1758.601895,4795.732321,0.282762719,0.203742736,0.392429969,5000,6000,5500,1.9,1597253.78402872,1433289.89211179,1765264.09174423,4064794.406145,2628201.6369,6234682.7952
"35","Octopus","MT_40",0.565525439,0.407485471,0.784859938,6864.308952,4131.557841,11404.59343,0.203353358,0.165895032,0.459414458,3340.290734,1478.532782,4094.512825,0.110782429,970.4853328,682.0697011,1380.858554,3432.154476,2065.77892,5702.296713,0.282762719,0.203742736,0.392429969,5000,6000,5500,1.9,1887684.96401394,1673850.35287835,2111243.27357374,4803902.39736,3069313.65495,7456636.1916
"36","Octopus","MT_60",0.565525439,0.407485471,0.784859938,7666.386094,4609.175447,12751.4078,0.215208753,0.169808909,0.475495207,3607.178492,1632.606117,4571.588091,0.110782429,1083.88409,760.1041021,1545.583976,3833.193047,2304.587724,6375.703899,0.282762719,0.203742736,0.392429969,5000,6000,5500,1.9,2108256.17892011,1865352.64280539,2363097.77248434,5365226.2455,3420468.45945,8346153.4704
"37","Panulirus","MT",0.282239296,0.163449697,0.487361077,385.8267414,131.7400215,1129.970017,0.099943247,0.065666128,0.17799953,144.2818838,81.0114497,219.5957101,0.062245553,27.22386698,9.665960032,76.67514982,192.9133707,65.87001077,564.9850087,0.141119648,0.081724848,0.243680538,10000,10000,10000,1.9,192913.370787319,118274.432667039,314654.384996474,245014.80282,86993.640288,690076.34838
"38","Panulirus","MT_20",0.282239296,0.163449697,0.487361077,471.8161986,160.6547238,1385.645687,0.097302768,0.063924533,0.174561242,177.8366672,99.12853416,270.6941943,0.062245553,33.29126795,11.7561252,94.27498453,235.9080993,80.32736192,692.8228437,0.141119648,0.081724848,0.243680538,10000,10000,10000,1.9,235908.099416461,143850.071155837,386879.417222889,299621.41155,105805.1268,848474.86077
"39","Panulirus","MT_40",0.282239296,0.163449697,0.487361077,551.3782875,186.4820467,1630.280347,0.097830965,0.064129894,0.175316562,206.3559324,115.1516994,314.7985877,0.062245553,38.90515494,13.55787968,111.6406928,275.6891437,93.24102336,815.1401737,0.141119648,0.081724848,0.243680538,10000,10000,10000,1.9,275689.143867479,165896.664378011,458143.656921834,350146.39446,122020.91712,1004766.2352
"40","Panulirus","MT_60",0.282239296,0.163449697,0.487361077,614.0478231,207.0978458,1820.659832,0.101275023,0.066577939,0.177871428,227.8153023,129.7116701,346.5412149,0.062245553,43.32710635,15.01636816,125.0127943,307.0239115,103.5489229,910.3299159,0.141119648,0.081724848,0.243680538,10000,10000,10000,1.9,307023.911723476,183742.992828815,513019.198521303,389943.95715,135147.31344,1125115.1487
"41","Scomberomorus","MT",0.565525439,0.407485471,0.784859938,29056.19433,14296.49086,59053.82219,0.367463565,0.199721856,5.019705204,6346.022352,464.5555675,11675.89791,1,4108.004262,1944.997859,8676.461483,14528.09717,7148.245429,29526.91109,0.241785709,0.174217032,0.335560354,1000,1250,1125,1.9,1911405.27447385,1116422.33636491,3232079.33370758,4159354.315275,1750498.0731,9761019.168375
"42","Scomberomorus","MT_20",0.565525439,0.407485471,0.784859938,35905.86113,17517.22115,73597.9099,0.346728355,0.193953824,4.774686291,8070.636167,586.0737711,14427.75572,1,5076.419467,2363.805126,10901.92855,17952.93057,8758.610573,36798.95495,0.24900172,0.17941648,0.345575037,1000,1250,1125,1.9,2293547.16922237,1317496.09957792,3943401.35381364,5139874.7103375,2127424.6134,12264669.61875
"43","Scomberomorus","MT_40",0.565525439,0.407485471,0.784859938,42808.3362,20788.07258,88154.09131,0.341987013,0.196345582,4.724363378,9546.282977,691.0359214,16627.34028,1,6052.300777,2792.719074,13116.37287,21404.1681,10394.03629,44077.04566,0.255549892,0.18413472,0.354662866,1000,1250,1125,1.9,2664387.10689222,1516671.63802677,4622831.33061356,6127954.5367125,2513447.1666,14755919.47875
"44","Scomberomorus","MT_60",0.565525439,0.407485471,0.784859938,47164.17941,22966.70827,96855.83989,0.365984498,0.201836904,4.650303695,10194.67004,802.3328033,18485.67396,1,6668.135813,3093.601378,14372.90387,23582.08971,11483.35414,48427.91995,0.246399211,0.17754126,0.341963166,1000,1250,1125,1.9,3044511.69270384,1742468.97763371,5253820.18410135,6751487.5106625,2784241.2402,16169516.85375
"45","Sphoeroides","MT",0.552943197,0.389409029,0.785154316,431.7924462,206.210468,904.1476819,0.114468608,0.06011299,0.45901063,22.27684992,5.555426899,42.42011603,0.047315725,59.68917395,26.28615028,135.5389606,215.8962231,103.105234,452.0738409,0.057054415,0.040180446,0.081014687,3000,3000,3000,1.9,313853.926729421,196260.765348399,501905.144433873,161160.769665,70972.605756,365955.19362
"46","Sphoeroides","MT_20",0.544710946,0.385437973,0.769799644,518.9856001,249.6760105,1078.782269,0.110307621,0.061649915,0.45853479,27.74060377,6.673430385,49.63510504,0.047315725,70.67428425,31.28194898,159.672099,259.4928,124.8380053,539.3911343,0.058231329,0.041204542,0.082294025,3000,3000,3000,1.9,364104.437235152,227756.073444525,582079.071961786,190820.567475,84461.262246,431114.6673
"47","Sphoeroides","MT_40",0.552943197,0.393322655,0.7773419,600.7686059,287.6970614,1254.524172,0.116302203,0.060937118,0.486284395,30.69589324,7.341383017,58.58498246,0.047315725,83.04772845,36.77024571,187.5681021,300.3843029,143.8485307,627.2620862,0.056504568,0.040193146,0.079435589,3000,3000,3000,1.9,440925.741348912,274451.612048482,708378.087685609,224228.866815,99279.663417,506433.87567
"48","Sphoeroides","MT_60",0.557105862,0.395343607,0.785056178,681.8319067,323.1668433,1438.559551,0.117741719,0.062176163,0.546600841,34.6521184,7.464313437,65.62000277,0.047315725,94.96313799,41.39683898,217.8426614,340.9159533,161.5834217,719.2797754,0.056626562,0.040184372,0.079796382,3000,3000,3000,1.9,503102.084795471,309051.779980536,818994.505540364,256400.472573,111771.465246,588175.18578
"49","Squatina","MT",0.062038507,0.039696193,0.096955807,4186.823809,1384.761102,12658.8576,0.028614173,0.017046827,0.238717847,491.9625009,58.96961695,825.7900322,0.806838978,64.93607494,17.81374542,236.7101207,2093.411905,692.3805512,6329.428801,0.014579366,0.009328808,0.02278511,1250,1250,1250,1.9,556746.388526085,238692.67943986,1298600.93225356,73053.0843075,20040.4635975,266298.8857875
"50","Squatina","MT_20",0.062038507,0.039696193,0.096955807,4983.476088,1657.681599,14981.78778,0.029006826,0.017184071,0.245361293,582.3636215,68.84753406,983.0336359,0.806838978,77.2918545,21.4417845,278.6163051,2491.738044,828.8407995,7490.893888,0.014499506,0.009277708,0.022660301,1250,1250,1250,1.9,666331.791752078,288888.490832003,1536918.60216243,86953.3363125,24122.0075625,313443.3432375
"51","Squatina","MT_40",0.062038507,0.039696193,0.096955807,5852.240233,1955.284934,17515.9718,0.028756286,0.017047996,0.240831415,685.3437236,81.83292851,1156.026782,0.806838978,90.76606222,25.39874558,324.365549,2926.120117,977.6424668,8757.985898,0.014530402,0.009297478,0.022708587,1250,1250,1250,1.9,780828.897748321,341473.590741489,1785478.48992102,102111.8199975,28573.5887775,364911.242625
"52","Squatina","MT_60",0.062038507,0.039696193,0.096955807,6667.075052,2202.734121,20179.41672,0.02880735,0.017102811,0.240083762,781.8615793,93.81459109,1316.939085,0.806838978,103.4038462,28.30724258,377.7250778,3333.537526,1101.36706,10089.70836,0.014550766,0.009310508,0.022740413,1250,1250,1250,1.9,888302.428545686,380044.281418372,2076287.47661707,116329.326975,31845.6479025,424940.712525
