"","Name","Adjusted","Year","Leave_est","Arrive_est","Surplus_est","Catch_est","Biomass_est","Leave_lo","Arrive_lo","Surplus_lo","Catch_lo","Biomass_lo","Leave_hi","Arrive_hi","Surplus_hi","Catch_hi","Biomass_hi","Status"
"1","Anisotremus interruptus","MT",2016,6.99740395393885,6.99740395393885,2.92755514472207,1.63782455175422,8.2871345469067,5.57404599627438,5.57404599627438,1.77334219563755,0.970148980878657,6.37723921103327,9.9267568809332,9.92675688093319,5.14489359997853,2.80342278950655,12.2682276914052,"MPA"
"2","Anisotremus interruptus","MT",2017,8.2871345469067,8.2871345469067,3.19848307332635,1.92233062610145,9.56328699413161,6.37723921103327,6.37723921103327,1.87256417091464,1.10273448686493,7.14706889508299,12.2682276914052,12.2682276914052,5.76777138458984,3.42805402716865,14.6079450488264,"MPA"
"3","Anisotremus interruptus","MT",2018,9.56328699413161,9.56328699413161,3.37685979988879,2.20091986259337,10.739226931427,7.14706889508299,7.14706889508299,1.92814617040697,1.22882729075723,7.84638777473273,14.6079450488264,14.6079450488264,6.14635389863999,4.04573366150155,16.7085652859648,"MPA"
"4","Anisotremus interruptus","MT",2019,10.739226931427,10.739226931427,3.46366547245982,2.45880155151092,11.7440908523759,7.84638777473273,7.84638777473273,1.94553058198612,1.34385325606655,8.4480651006523,16.7085652859648,16.7085652859648,6.28650811532543,4.60523353412129,18.389839867169,"MPA"
"5","Anisotremus interruptus","MT",2020,11.7440908523759,11.7440908523759,3.48350934664188,2.68174602657393,12.5458541724439,8.4480651006523,8.4480651006523,1.93624810913864,1.4433291536368,8.94098405615414,18.389839867169,18.389839867169,6.28087427776869,5.06307569893142,19.6076384460062,"MPA"
"6","Anisotremus interruptus","MT",2021,12.5458541724439,12.5458541724439,3.46861898061513,2.86412624215024,13.1503469109088,8.94098405615414,8.94098405615414,1.91329234482835,1.5262130229627,9.32806337801979,19.6076384460062,19.6076384460062,6.22460603086126,5.40617110466502,20.4260733722025,"MPA"
"7","Anisotremus interruptus","MT",2022,13.1503469109088,13.1503469109088,3.44163828381099,3.00389185919499,13.5880933355248,9.32806337801979,9.32806337801979,1.88626833040006,1.59185635261642,9.62247535580343,20.4260733722025,20.4260733722025,6.16439702469467,5.6406268249929,20.9498435719042,"MPA"
"8","Anisotremus interruptus","MT",2023,13.5880933355248,13.5880933355248,3.41490361678709,3.10799181479343,13.8950051375184,9.62247535580343,9.62247535580343,1.86103250323764,1.64297031041269,9.84053754862838,20.9498435719042,20.9498435719042,6.11755840750015,5.79546505395906,21.2719369254453,"MPA"
"9","Anisotremus interruptus","MT",2024,13.8950051375184,13.8950051375184,3.39210183210798,3.18051216659406,14.1065948030323,9.84053754862838,9.84053754862838,1.83966753332318,1.68064084422218,9.99956423772938,21.2719369254453,21.2719369254453,6.08346967337131,5.8877968152774,21.4676097835392,"MPA"
"10","Anisotremus interruptus","MT",2025,14.1065948030323,14.1065948030323,3.37522397758917,3.23301579816854,14.248802982453,9.99956423772938,9.99956423772938,1.82302864301815,1.70922205024047,10.1133708305071,21.4676097835392,21.4676097835392,6.06286758035676,5.95004684116931,21.5804305227267,"MPA"
"11","Anisotremus interruptus","MT",2026,14.248802982453,14.248802982453,3.36203745545618,3.26565678439439,14.3451836535148,10.1133708305071,10.1133708305071,1.81014948223739,1.72870387303556,10.1948164397089,21.5804305227267,21.5804305227267,6.04566149863087,5.97738185446111,21.6487101668965,"MPA"
"12","Anisotremus interruptus","MT",2027,14.3451836535148,14.3451836535148,3.35365506813396,3.2921417041855,14.4066970174632,10.1948164397089,10.1948164397089,1.8009692613351,1.74427913379312,10.2515065672509,21.6487101668965,21.6487101668965,6.03629104331703,6.0085554094162,21.6764458007973,"MPA"
"13","Anisotremus interruptus","MT",2028,14.4066970174632,14.4066970174632,3.34541947497874,3.30319530828859,14.4489211841534,10.2515065672509,10.2515065672509,1.79370624314848,1.75309510151192,10.2921177088874,21.6764458007973,21.6764458007973,6.01407079777471,6.00257358483048,21.6879430137415,"MPA"
"14","Anisotremus interruptus","MT",2029,14.4489211841534,14.4489211841534,3.3406214692793,3.32004553711819,14.4694971163145,10.2921177088874,10.2921177088874,1.78893167991435,1.76237519149524,10.3186741973065,21.6879430137415,21.6879430137415,5.98918337066345,6.03550293010252,21.6416234543025,"MPA"
"15","Anisotremus interruptus","MT",2030,14.4694971163145,14.4694971163145,3.3299859397604,3.31691943385121,14.4825636222237,10.3186741973065,10.3186741973065,1.7840957800383,1.76463540978595,10.3381345675589,21.6416234543025,21.6416234543025,5.89900570055815,5.9931379977741,21.5474911570865,"MPA"
"16","Anisotremus interruptus","MT",2031,14.4825636222237,14.4825636222237,3.32009833358085,3.33498167277334,14.4676802830312,10.3381345675589,10.3381345675589,1.78096419819947,1.77200431412608,10.3470944516323,21.5474911570865,21.5474911570865,5.74246225777539,6.05406459935881,21.2358888155031,"MPA"
"17","Anisotremus interruptus","MT",2032,14.4676802830312,14.4676802830312,3.28831308625787,3.31575723109113,14.4402361381979,10.3470944516323,10.3470944516323,1.7750349081796,1.76895857031072,10.3531707895012,21.2358888155031,21.2358888155031,5.32948580095404,5.9320116595227,20.6333629569344,"MPA"
"18","Anisotremus interruptus","MT",2033,14.4402361381979,14.4402361381979,3.24321255710999,3.34493807298371,14.3385106223242,10.3531707895012,10.3531707895012,1.76962640933834,1.77777069436045,10.345026504479,20.6333629569344,20.6333629569344,4.78997500893867,6.03257131114092,19.3907666547322,"MPA"
"19","Anisotremus interruptus","MT",2034,14.3385106223242,14.3385106223242,3.12665422905369,3.29603769649602,14.1691271548819,10.345026504479,10.345026504479,1.75536526197597,1.76804115907671,10.3323506073783,19.3907666547322,19.3907666547322,4.19074226965348,5.73624791430045,17.8452610100852,"MPA"
"20","Anisotremus interruptus","MT",2035,14.1691271548819,14.1691271548819,2.96134989818738,3.34479555336512,13.7856814997042,10.3323506073783,10.3323506073783,1.73716571873817,1.78166132416209,10.2878550019544,17.8452610100852,17.8452610100852,3.77810679310673,5.70404283159049,15.9193249716014,"MPA"
"21","Anisotremus interruptus","MT_20",2016,8.35139599019117,8.35139599019117,3.49515560383233,1.96351567189105,9.88303592213245,6.65582621099828,6.65582621099828,2.1116488120439,1.15250975460974,7.61496526843244,11.9540577265362,11.9540577265362,6.18958935839386,3.3929276180984,14.7507194668317,"MPA"
"22","Anisotremus interruptus","MT_20",2017,9.88303592213245,9.88303592213245,3.8174390318154,2.30268565399596,11.3977892999519,7.61496526843244,7.61496526843244,2.22835601127652,1.31008905977508,8.53323221993388,14.7507194668317,14.7507194668317,6.93092854089728,4.14214202275146,17.5395059849775,"MPA"
"23","Anisotremus interruptus","MT_20",2018,11.3977892999519,11.3977892999519,4.0301041554918,2.63459547741901,12.7932979780247,8.53323221993388,8.53323221993388,2.29278547609464,1.45979752097336,9.36622017505516,17.5395059849775,17.5395059849775,7.38071805859343,4.88140541092592,20.038818632645,"MPA"
"24","Anisotremus interruptus","MT_20",2019,12.7932979780247,12.7932979780247,4.13438911353774,2.94178165122878,13.9859054403336,9.36622017505516,9.36622017505516,2.31171300738387,1.59618265809329,10.0817505243457,20.038818632645,20.038818632645,7.54787365123391,5.54997992788306,22.0367123559959,"MPA"
"25","Anisotremus interruptus","MT_20",2020,13.9859054403336,13.9859054403336,4.15940086488643,3.20739870397069,14.9379076012494,10.0817505243457,10.0817505243457,2.29912021510448,1.71394015193794,10.6669305875123,22.0367123559959,22.0367123559959,7.54323054672659,6.09654055275735,23.4834023499651,"MPA"
"26","Anisotremus interruptus","MT_20",2021,14.9379076012494,14.9379076012494,4.14319189905539,3.42483517514916,15.6562643251556,10.6669305875123,10.6669305875123,2.27059804628283,1.81188410378707,11.125644530008,23.4834023499651,23.4834023499651,7.47905718016687,6.50614754879909,24.4563119813329,"MPA"
"27","Anisotremus interruptus","MT_20",2022,15.6562643251556,15.6562643251556,4.11243408070652,3.59162014393621,16.1770782619259,11.125644530008,11.125644530008,2.23758300409588,1.88930533900268,11.4739221951012,24.4563119813329,24.4563119813329,7.40980636431025,6.78621559457905,25.0799027510641,"MPA"
"28","Anisotremus interruptus","MT_20",2023,16.1770782619259,16.1770782619259,4.08168324603521,3.71601970865426,16.5427417993069,11.4739221951012,11.4739221951012,2.2069866750219,1.94948360233644,11.7314252677867,25.0799027510641,25.0799027510641,7.35577142405543,6.97156063447488,25.4641135406446,"MPA"
"29","Anisotremus interruptus","MT_20",2024,16.5427417993069,16.5427417993069,4.05530128665844,3.80279713698572,16.7952459489796,11.7314252677867,11.7314252677867,2.18121120777327,1.99374070102183,11.9188957745382,25.4641135406446,25.4641135406446,7.3161854126354,7.08218264968044,25.6981163035996,"MPA"
"30","Anisotremus interruptus","MT_20",2025,16.7952459489796,16.7952459489796,4.03572599083782,3.86574379251457,16.9652281473028,11.9188957745382,11.9188957745382,2.16120710076639,2.02727655124811,12.0528263240564,25.6981163035996,25.6981163035996,7.2922618316854,7.15712697211418,25.8332511631708,"MPA"
"31","Anisotremus interruptus","MT_20",2026,16.9652281473028,16.9652281473028,4.02034399744086,3.90492871724386,17.0806434274998,12.0528263240564,12.0528263240564,2.14576870138188,2.05006960123207,12.1485254242062,25.8332511631708,25.8332511631708,7.27190660042718,7.18988863646049,25.9152691271375,"MPA"
"32","Anisotremus interruptus","MT_20",2027,17.0806434274998,17.0806434274998,4.01057079057799,3.93679349266997,17.1544207254079,12.1485254242062,12.1485254242062,2.13478908461606,2.06830366440976,12.2150108444125,25.9152691271375,25.9152691271375,7.26077764829421,7.2277706319205,25.9482761435112,"MPA"
"33","Anisotremus interruptus","MT_20",2028,17.1544207254079,17.1544207254079,4.00085752086813,3.9501154520018,17.2051627942742,12.2150108444125,12.2150108444125,2.12611716470833,2.07855097690434,12.2625770322165,25.9482761435112,25.9482761435112,7.23355659545071,7.22020407385479,25.9616286651071,"MPA"
"34","Anisotremus interruptus","MT_20",2029,17.2051627942742,17.2051627942742,3.99520871145783,3.97043698688136,17.2299345188507,12.2625770322165,12.2625770322165,2.12042250380023,2.0894248120091,12.2935747240077,25.9616286651071,25.9616286651071,7.20268739900312,7.26052093868738,25.9037951254229,"MPA"
"35","Anisotremus interruptus","MT_20",2030,17.2299345188507,17.2299345188507,3.98249392346985,3.96671001410722,17.2457184282133,12.2935747240077,12.2935747240077,2.11464549453749,2.09196190252911,12.3162583160161,25.9037951254229,25.9037951254229,7.0910846986167,7.20841373968453,25.7864660843551,"MPA"
"36","Anisotremus interruptus","MT_20",2031,17.2457184282133,17.2457184282133,3.97066425828888,3.9884827065314,17.2278999799708,12.3162583160161,12.3162583160161,2.11088796984415,2.10065101498553,12.3264952708747,25.7864660843551,25.7864660843551,6.89734454401224,7.28296430424355,25.4008463241237,"MPA"
"37","Anisotremus interruptus","MT_20",2032,17.2278999799708,17.2278999799708,3.93251922333551,3.96538024350049,17.1950389598058,12.3264952708747,12.3264952708747,2.10374553490953,2.09691324382616,12.3333275619581,25.4008463241237,25.4008463241237,6.39019453502149,7.13309414173385,24.6579467174114,"MPA"
"38","Anisotremus interruptus","MT_20",2033,17.1950389598058,17.1950389598058,3.87845695930745,4.00049893563207,17.0729969834812,12.3333275619581,12.3333275619581,2.09716191066486,2.10738480431051,12.3231046683124,24.6579467174114,24.6579467174114,5.74060791790778,7.25484037290896,23.1437142624102,"MPA"
"39","Anisotremus interruptus","MT_20",2034,17.0729969834812,17.0729969834812,3.73876809828992,3.941714806145,16.8700502756261,12.3231046683124,12.3231046683124,2.07986001539833,2.09567962011197,12.3072850635988,23.1437142624102,23.1437142624102,5.03683072371569,6.89348411589039,21.2870608702355,"MPA"
"40","Anisotremus interruptus","MT_20",2035,16.8700502756261,16.8700502756261,3.5412172800519,4.00030931020342,16.4109582454746,12.3072850635988,12.3072850635988,2.05764553861551,2.11192221177202,12.2530083904422,21.2870608702355,21.2870608702355,4.51163514346792,6.84809868984535,18.9505973238581,"MPA"
"41","Anisotremus interruptus","MT_40",2016,9.76757335550992,9.76757335550992,4.08479053858707,2.29140867791647,11.5609552161805,7.75844476135797,7.75844476135797,2.46285306317103,1.35173364149537,8.86956418303363,13.8723729554896,13.8723729554896,7.20030130266138,3.93725130693485,17.1354229512161,"MPA"
"42","Anisotremus interruptus","MT_40",2017,11.5609552161805,11.5609552161805,4.46092004424262,2.68776332358325,13.3341119368399,8.86956418303363,8.86956418303363,2.59855237743997,1.53527610374157,9.93284045673202,17.1354229512161,17.1354229512161,8.07391984096722,4.81157821577809,20.3977645764052,"MPA"
"43","Anisotremus interruptus","MT_40",2018,13.3341119368399,13.3341119368399,4.70841321427494,3.07555906659154,14.9669660845233,9.93284045673202,9.93284045673202,2.67392451510325,1.70954993584169,10.8972150359936,20.3977645764052,20.3977645764052,8.60880260167701,5.67650174726358,23.3300654308187,"MPA"
"44","Anisotremus interruptus","MT_40",2019,14.9669660845233,14.9669660845233,4.8289359299297,3.43431852869029,16.3615834857627,10.8972150359936,10.8972150359936,2.69680309591574,1.8682968747482,11.7257212571611,23.3300654308187,23.3300654308187,8.81174659783352,6.46083302028639,25.6809790083658,"MPA"
"45","Anisotremus interruptus","MT_40",2020,16.3615834857627,16.3615834857627,4.85679951053712,3.74434090254871,17.4740420937511,11.7257212571611,11.7257212571611,2.68327591416615,2.00538613886869,12.4036110324586,25.6809790083658,25.6809790083658,8.81039465703862,7.1038233867855,27.3875502786189,"MPA"
"46","Anisotremus interruptus","MT_40",2021,17.4740420937511,17.4740420937511,4.83667925303212,3.99792957558547,18.3127917711978,12.4036110324586,12.4036110324586,2.65127344507274,2.11948465167169,12.9353998258596,27.3875502786189,27.3875502786189,8.73673361141339,7.5868334499388,28.5374504400935,"MPA"
"47","Anisotremus interruptus","MT_40",2022,18.3127917711978,18.3127917711978,4.79982738272319,4.19226935170149,18.9203498022195,12.9353998258596,12.9353998258596,2.61393005416558,2.20974928615381,13.3395805938714,28.5374504400935,28.5374504400935,8.65584645158124,7.91783937433285,29.2754575173419,"MPA"
"48","Anisotremus interruptus","MT_40",2023,18.9203498022195,18.9203498022195,4.7632498295764,4.33708507964595,19.3465145521499,13.3395805938714,13.3395805938714,2.57920514056093,2.28000202682013,13.6387837076122,29.2754575173419,29.2754575173419,8.59226913295078,8.1370697945498,29.7306568557429,"MPA"
"49","Anisotremus interruptus","MT_40",2024,19.3465145521499,19.3465145521499,4.73199741297396,4.4379958777601,19.6405160873638,13.6387837076122,13.6387837076122,2.5498706004671,2.33172805923807,13.8569262488412,29.7306568557429,29.7306568557429,8.54560333613523,8.26826035162566,30.0079998402525,"MPA"
"50","Anisotremus interruptus","MT_40",2025,19.6405160873638,19.6405160873638,4.70885792907816,4.5111368953807,19.8382371210612,13.8569262488412,13.8569262488412,2.52706514289205,2.37099402900412,14.0129973627291,30.0079998402525,30.0079998402525,8.51729280000467,8.35684299328261,30.1684496469745,"MPA"
"51","Anisotremus interruptus","MT_40",2026,19.8382371210612,19.8382371210612,4.69072403163132,4.55659696852861,19.9723641841639,14.0129973627291,14.0129973627291,2.50941604592714,2.39771166424453,14.1247017444118,30.1684496469745,30.1684496469745,8.49346764112535,8.39608714749234,30.2658301406075,"MPA"
"52","Anisotremus interruptus","MT_40",2027,19.9723641841639,19.9723641841639,4.67920863370912,4.59357743148736,20.0579953863857,14.1247017444118,14.1247017444118,2.49685270614719,2.41913321427488,14.2024212362841,30.2658301406075,30.2658301406075,8.48052099470004,8.4404180731796,30.305933062128,"MPA"
"53","Anisotremus interruptus","MT_40",2028,20.0579953863857,20.0579953863857,4.66779740514991,4.60895400973611,20.1168387817995,14.2024212362841,14.2024212362841,2.48688696653901,2.43118217880372,14.2581260240194,30.305933062128,30.305933062128,8.44962780521032,8.43246594929087,30.3230949180474,"MPA"
"54","Anisotremus interruptus","MT_40",2029,20.1168387817995,20.1168387817995,4.66114875061033,4.6325610614666,20.1454264709432,14.2581260240194,14.2581260240194,2.48034597695304,2.44399701483282,14.2944749861396,30.3230949180474,30.3230949180474,8.41524963179957,8.47888859418618,30.2594559556608,"MPA"
"55","Anisotremus interruptus","MT_40",2030,20.1454264709432,20.1454264709432,4.64622708086281,4.62809901623862,20.1635545355674,14.2944749861396,14.2944749861396,2.47365264610521,2.44699671555926,14.3211309166855,30.2594559556608,30.2594559556608,8.29016825619404,8.41977497326596,30.1298492385889,"MPA"
"56","Anisotremus interruptus","MT_40",2031,20.1635545355674,20.1635545355674,4.63229551513625,4.65347211964084,20.1423779310628,14.3211309166855,14.3211309166855,2.4693041507541,2.45725153372532,14.3331835337143,30.1298492385889,30.1298492385889,8.07362290155551,8.50530964423093,29.6981624959135,"MPA"
"57","Anisotremus interruptus","MT_40",2032,20.1423779310628,20.1423779310628,4.58748351750953,4.62640036107263,20.1034610874997,14.3331835337143,14.3331835337143,2.46095419446963,2.45286640572789,14.341271322456,29.6981624959135,29.6981624959135,7.50047259633821,8.33469903428764,28.863936057964,"MPA"
"58","Anisotremus interruptus","MT_40",2033,20.1034610874997,20.1034610874997,4.52385095537799,4.66740338443876,19.9599086584389,14.341271322456,14.341271322456,2.45326430566055,2.46521402816101,14.3293215999556,28.863936057964,28.863936057964,6.74873788610112,8.47639987766106,27.1362740664041,"MPA"
"59","Anisotremus interruptus","MT_40",2034,19.9599086584389,19.9599086584389,4.3597184011825,4.59860628895988,19.7210207706616,14.3293215999556,14.3293215999556,2.43299057088038,2.45144968268407,14.3108624881519,27.1362740664041,27.1362740664041,5.90573528374361,8.06157544511142,24.9804339050363,"MPA"
"60","Anisotremus interruptus","MT_40",2035,19.7210207706616,19.7210207706616,4.12768194669085,4.6669866338097,19.1817160835427,14.3108624881519,14.3108624881519,2.40701191728675,2.47057426613729,14.2473001393014,24.9804339050363,24.9804339050363,5.3480566946232,8.02084050490699,22.3076500947525,"MPA"
"61","Anisotremus interruptus","MT_60",2016,11.1500121741172,11.1500121741172,4.66337618836624,2.61823895603743,13.195149406446,8.86133151520412,8.86133151520412,2.81039475844259,1.54179890949822,10.1299273641485,15.8719810113015,15.8719810113015,8.23626174288051,4.50747224605725,19.6007705081248,"MPA"
"62","Anisotremus interruptus","MT_60",2017,13.195149406446,13.195149406446,5.09251065442784,3.07060844134905,15.2170516195248,10.1299273641485,10.1299273641485,2.96455958212226,1.7510889567788,11.343397989492,19.6007705081248,19.6007705081248,9.23367848111329,5.50708379494521,23.3273651942929,"MPA"
"63","Anisotremus interruptus","MT_60",2018,15.2170516195248,15.2170516195248,5.375040881633,3.51316063467434,17.0789318664834,11.343397989492,11.343397989492,3.04979192708556,1.94973294224921,12.4434569743283,23.3273651942929,23.3273651942929,9.84396373173949,6.49556628627238,26.67576263976,"MPA"
"64","Anisotremus interruptus","MT_60",2019,17.0789318664834,17.0789318664834,5.51287382780744,3.9225712490093,18.6692344452816,12.4434569743283,12.4434569743283,3.07515887076689,2.13059439451883,13.3880214505764,26.67576263976,26.67576263976,10.0753883782463,7.39165801090666,29.3594930070996,"MPA"
"65","Anisotremus interruptus","MT_60",2020,18.6692344452816,18.6692344452816,5.54509476028853,4.27638623901574,19.9379429665544,13.3880214505764,13.3880214505764,3.0591148271315,2.28669700548974,14.1604392722181,29.3594930070996,29.3594930070996,10.0739422730616,8.1260830253805,31.3073522547807,"MPA"
