"","Species","CommonName","Catch","r","r_lo","r_hi","k","k_lo","k_hi","msy","msy_lo","msy_hi","bmsy","bmsy_lo","bmsy_hi","year","catch","catch_ma","b","b_lo","b_hi","bbmsy","bbmsy_lo","bbmsy_hi","s","s_lo","s_hi","f","f_lo","f_hi","fmsy","fmsy_lo","fmsy_hi","ffmsy","ffmsy_lo","ffmsy_hi","er"
<<<<<<< HEAD
"10","Balistes polylepis","Finescale triggerfish",20,0.282239296140523,0.163449696933239,0.487361076713619,1845.77317594722,564.934926879722,6030.5682211283,130.2374305036,37.3181918782349,454.517956269814,922.88658797361,282.467463439861,3015.28411056415,2015,104.860296,76.862972,862.244656836226,743.816676818738,1118.01452998642,0.934291025649711,0.805967587471331,1.21143220039773,0.467145512824855,0.402983793735665,0.605716100198864,0.121613158363609,0.0937915323884686,0.140975994849271,0.141119648070262,0.0817248484666194,0.24368053835681,0.861773396026751,0.664624194228227,0.998982046632376,0.861773396026751
"11","Balistes polylepis","Finescale triggerfish",40,0.282239296140523,0.163449696933239,0.487361076713619,2107.07472263342,650.161242980128,6828.71200751717,148.674821657886,43.2836072279764,510.683004736193,1053.53736131671,325.080621490064,3414.35600375859,2015,122.337012,89.6734673333333,984.109328006525,847.836422471635,1285.66590015073,0.934100074796196,0.804752117582248,1.22033251724828,0.467050037398098,0.402376058791124,0.610166258624139,0.124312419889174,0.0951545903065933,0.144293178209259,0.141119648070262,0.0817248484666194,0.24368053835681,0.880900863834925,0.674283075445434,1.02248822316661,0.880900863834925
"12","Balistes polylepis","Finescale triggerfish",60,0.282239296140523,0.163449696933239,0.487361076713619,2432.01429915053,732.379873275387,8075.9913906709,171.602500998984,47.6311144060138,618.23912197587,1216.00714957527,366.189936637693,4037.99569533545,2015,139.813728,102.483962666667,1131.42961605381,978.589944701167,1468.17847923343,0.930446516247045,0.804756736046308,1.20737651891788,0.465223258123523,0.402378368023154,0.603688259458938,0.123572625301821,0.0952293811533047,0.142872639103905,0.141119648070262,0.0817248484666194,0.24368053835681,0.875658542177596,0.674813057256855,1.01242201959553,0.875658542177596
"13","Mycteroperca prionura","Sawtail grouper",0,0.0668703238465937,0.0459477682709889,0.0973200740670507,83.9791519228256,19.90184522226,354.364023984513,1.40392827136042,0.174268548312867,11.3102140931733,41.9895759614128,9.95092261113001,177.182011992257,2015,1.63548,0.62356,34.9296637219348,33.651474483702,36.2626964218413,0.831865121811046,0.801424489607295,0.863611874889273,0.415932560905523,0.400712244803648,0.431805937444637,0.0468220940521957,0.0451008932423166,0.0486005450011438,0.0334351619232969,0.0229738841354945,0.0486600370335253,1.40038484514026,1.34890608114242,1.45357588255853,1.40038484514026
"14","Mycteroperca prionura","Sawtail grouper",20,0.0662049530070732,0.045060466102061,0.0972714261929991,103.066901889962,24.0473477076539,441.744611270124,1.70588484905238,0.209234611982696,13.9080388787068,51.5334509449811,12.0236738538269,220.872305635062,2015,1.962576,0.748272,42.7695649535908,41.2907218404401,44.4897029822705,0.829937917397635,0.801241156632874,0.863316975022093,0.414968958698817,0.400620578316437,0.431658487511047,0.0458872097981261,0.0441130389380685,0.0475306778986328,0.0331024765035366,0.0225302330510305,0.0486357130964996,1.38621682257591,1.33262050449173,1.43586471222341,1.38621682257591
"15","Mycteroperca prionura","Sawtail grouper",40,0.0658747544264029,0.0446232613939933,0.0972471113759297,120.400388510971,28.2528538057706,513.089886538534,1.9828365065009,0.248248989887946,15.8374888586147,60.2001942554853,14.1264269028853,256.544943269267,2015,2.289672,0.872984,49.9839583036521,48.2462900551377,51.9742981934552,0.83029563146464,0.801430803535018,0.863357649194287,0.41514781573232,0.400715401767509,0.431678824597144,0.0458081368044176,0.044053928183456,0.0474579910161646,0.0329373772132015,0.0223116306969967,0.0486235556879648,1.39076455626398,1.33750565196184,1.44085519344701,1.39076455626398
"16","Mycteroperca prionura","Sawtail grouper",60,0.0652192896681275,0.0437615369161904,0.0971984999741048,137.755513626789,31.7010389681936,598.610712841936,2.2460791866518,0.275747225315881,18.2952764327231,68.8777568133943,15.8505194840968,299.305356420968,2015,2.616768,0.997696,57.1821945813404,55.200738185821,59.4789873720624,0.830198270484623,0.801430545065115,0.863544199518645,0.415099135242311,0.400715272532558,0.431772099759322,0.0457619372456527,0.0439948310422835,0.0474045834530551,0.0326096448340637,0.0218807684580952,0.0485992499870524,1.40332522719935,1.34913554766248,1.45369824462291,1.40332522719935
"17","Mycteroperca jordani","Gulf grouper",0,0.0620385073773583,0.039696192606757,0.0969558072165191,925.012317677868,190.452546414866,4492.70857209705,14.3465958736015,1.55435531520097,132.418122901215,462.506158838934,95.2262732074332,2246.35428604853,2015,19.555,7.4463,394.694346046448,370.816479236659,442.320944945043,0.853381816660087,0.801754684018801,0.956356875453153,0.426690908330044,0.400877342009401,0.478178437726577,0.0495446671478256,0.0442099797069968,0.0527349810349712,0.0310192536886791,0.0198480963033785,0.0484779036082595,1.59722305523771,1.42524317801791,1.70007252799307,1.59722305523771
"18","Mycteroperca jordani","Gulf grouper",20,0.0620385073773583,0.039696192606757,0.0969558072165191,1102.54145090615,226.217947324726,5373.56856669425,17.1000064839713,1.84010974454364,158.909120838539,551.270725453076,113.108973662363,2686.78428334713,2015,23.466,8.93556,470.074965834843,442.004624834163,526.984963911757,0.852711642629853,0.801792303538139,0.955945853062741,0.426355821314926,0.400896151769069,0.477972926531371,0.0499196972940792,0.0445287847034842,0.0530899422348902,0.0310192536886791,0.0198480963033785,0.0484779036082595,1.60931329280492,1.43552082685134,1.71151578202753,1.60931329280492
"19","Mycteroperca jordani","Gulf grouper",40,0.0620385073773583,0.039696192606757,0.0969558072165191,1301.87719183859,268.200380057842,6319.46987645582,20.1916294425734,2.19009526614156,186.157153001144,650.938595919295,134.100190028921,3159.73493822791,2015,27.377,10.42482,555.66478478031,521.847797557101,622.800124708107,0.853636254269984,0.801685137167378,0.956772464580244,0.426818127134992,0.400842568583689,0.478386232290122,0.0492689131106696,0.0439579231183215,0.0524616566902429,0.0310192536886791,0.0198480963033785,0.0484779036082595,1.58833328503486,1.41711736715202,1.69126108631651,1.58833328503486
"20","Mycteroperca jordani","Gulf grouper",60,0.0620385073773583,0.039696192606757,0.0969558072165191,1463.36516606335,297.740539143297,7192.29438963627,22.6962476626478,2.40244602663033,214.414664160739,731.682583031674,148.870269571648,3596.14719481814,2015,31.288,11.91408,623.200563626799,586.552095541394,698.584536459022,0.851736228358221,0.801648295509588,0.95476447391229,0.42586811417911,0.400824147754794,0.477382236956145,0.0502053461215043,0.0447877076675534,0.0533422354771758,0.0310192536886791,0.0198480963033785,0.0484779036082595,1.618522051671,1.44386799621486,1.71964922214243,1.618522051671
"21","Scarus perrico","Bumphead parrotfish",0,0.565525438699537,0.407485471376748,0.784859938038403,1.21659794200941,0.528586370829554,2.80012999612283,0.172004271218956,0.0638182183264882,0.463589709856951,0.608298971004706,0.264293185414777,1.40006499806141,2015,0.1395,0.0792666666666667,0.559256241628575,0.263909828682872,0.725013083323924,0.91937726066653,0.433848882313546,1.19186965272429,0.459688630333265,0.216924441156773,0.595934826362147,0.249438432003496,0.192410320873718,0.528589634937889,0.282762719349769,0.203742735688374,0.392429969019201,0.882147521346151,0.680465661513577,1.86937527038011,0.882147521346151
"22","Scarus perrico","Bumphead parrotfish",20,0.565525438699537,0.407485471376748,0.784859938038403,1.50062603555571,0.659803154487722,3.4129550355606,0.212160549270398,0.0805766500583145,0.55862459700349,0.750313017777854,0.329901577243861,1.7064775177803,2015,0.1674,0.09512,0.699362760822546,0.329498551463316,0.893472867787828,0.932094664829082,0.439148120392695,1.1908001682204,0.466047332414541,0.219574060196348,0.595400084110202,0.239360757217206,0.18735879514111,0.508044722068034,0.282762719349769,0.203742735688374,0.392429969019201,0.846507480786828,0.662600768488697,1.79671748537543,0.846507480786828
"23","Scarus perrico","Bumphead parrotfish",40,0.565525438699537,0.407485471376748,0.784859938038403,1.71318513583702,0.748623491884898,3.92053327402684,0.24221244387944,0.0908830356548014,0.645520558895981,0.85659256791851,0.374311745942449,1.96026663701342,2015,0.1953,0.110973333333333,0.79642409261544,0.375159497734504,1.02084675899095,0.929758350052841,0.437967257463053,1.19175299579306,0.46487917502642,0.218983628731527,0.59587649789653,0.245221109972501,0.191311769646056,0.520578583720708,0.282762719349769,0.203742735688374,0.392429969019201,0.867232818160764,0.676580597633202,1.84104391455073,0.867232818160764
"24","Scarus perrico","Bumphead parrotfish",60,0.565525438699537,0.407485471376748,0.784859938038403,1.96696919052529,0.852316444959798,4.53935603302623,0.278092778595069,0.102638579379053,0.753474901685054,0.983484595262646,0.426158222479899,2.26967801651311,2015,0.2232,0.126826666666667,0.900467804587172,0.429995222028743,1.1710375435983,0.915589129636236,0.437216021582839,1.19070247692651,0.457794564818118,0.218608010791419,0.595351238463256,0.247871160815492,0.190600208524624,0.519075535181366,0.282762719349769,0.203742735688374,0.392429969019201,0.876604813341335,0.674064137460984,1.83572833213309,0.876604813341335
"25","Lutjanus argentiventris","Yellow snapper",0,0.282239296140523,0.163449696933239,0.487361076713619,4.83989887048809,1.65054380036574,14.1920626834388,0.341502412649468,0.120959801539953,0.964154176516954,2.41994943524405,0.825271900182868,7.09603134171942,2014,0.0555,0.4281,0.561243632460518,0.0675755869047511,0.956542352010351,0.231923702324763,0.0279243797083455,0.395273693771988,0.115961851162381,0.0139621898541728,0.197636846885994,0.0988875361608744,0.0580214769198211,0.82130252273248,0.0654579825024453,0.0379078588566172,0.113030585280405,1.51070247478495,0.886392685837111,12.5470185809928,0.700735422126617
"26","Lutjanus argentiventris","Yellow snapper",20,0.282239296140523,0.163449696933239,0.487361076713619,5.73155532549787,1.92944904105941,17.0259622048404,0.404417535214743,0.139650527320371,1.17116308779817,2.86577766274893,0.964724520529704,8.51298110242019,2014,0.0666,0.51372,0.662928629777148,0.0813871224439572,1.1277101567437,0.23132591142512,0.0283996639034057,0.393509298157473,0.11566295571256,0.0141998319517028,0.196754649078736,0.100463303300671,0.0590577282661974,0.818311275790103,0.0652892624196909,0.0378101501152411,0.112739245263906,1.53874158747384,0.904554992313496,12.5336272070261,0.711901600340244
"27","Lutjanus argentiventris","Yellow snapper",40,0.282239296140523,0.163449696933239,0.487361076713619,6.77283682903892,2.30527055658317,19.8984533862158,0.477890174875639,0.168628127919578,1.35433525865617,3.38641841451946,1.15263527829158,9.94922669310792,2014,0.0777,0.59934,0.769759237890219,0.0922884547940857,1.33584070646455,0.22730777584655,0.0272525256768017,0.39447006924397,0.113653887923275,0.0136262628384008,0.197235034621985,0.100940652837065,0.0581656178195392,0.841925462652555,0.0641551866621981,0.0371533870726872,0.110780962381953,1.57338257573088,0.906639366912042,13.1232641732557,0.715284187690204
"28","Lutjanus argentiventris","Yellow snapper",60,0.282239296140523,0.163449696933239,0.487361076713619,7.53293751790517,2.54463471543957,22.299918846647,0.53152274573102,0.184788509814247,1.52886361556481,3.76646875895258,1.27231735771979,11.1499594233235,2014,0.0888,0.68496,0.857851206427111,0.107604468438313,1.48258082451369,0.227760074841473,0.0285690590642883,0.393626210489525,0.113880037420737,0.0142845295321442,0.196813105244762,0.103514454878306,0.0598955541119506,0.825244539458013,0.0642828432121703,0.0372273152063306,0.111001395307115,1.61029677135856,0.931750232550556,12.8377106273012,0.733522626323218
=======
"1","Octopus sp","Octopus",0,0.565525438699537,0.407485471376748,0.784859938038403,1204.60225914765,726.813821431204,1996.476346427,170.308305265732,120.270215087548,241.164604398289,602.301129573824,363.406910715602,998.238173213502,2015,121.29631,143.93754,558.078653203024,258.852675665529,718.119499470444,0.926577463996969,0.429772854400403,1.19229313081078,0.463288731998484,0.214886427200202,0.59614656540539,0.217346263477083,0.168908252859651,0.468592065691955,0.282762719349769,0.203742735688374,0.392429969019201,0.768652472917522,0.597349796493919,1.65719182065271,0.768652472917522
"2","Octopus sp","Octopus",20,0.565525438699537,0.407485471376748,0.784859938038403,1446.6515393003,867.408936322631,2412.70361478213,204.529561602041,142.675051684146,293.200115053972,723.325769650151,433.704468161315,1206.35180739106,2015,145.555572,172.725048,676.9844068354,310.248546965486,862.514326758173,0.935932929864832,0.428919526972671,1.19242858881599,0.467966464932416,0.214459763486336,0.596214294407997,0.21500579707649,0.168757280295948,0.469157949082006,0.282762719349769,0.203742735688374,0.392429969019201,0.76037533367521,0.596815876873785,1.65919308655988,0.76037533367521
"3","Octopus sp","Octopus",40,0.565525438699537,0.407485471376748,0.784859938038403,1686.89597767747,1017.45795746258,2796.79176779063,238.495646954134,168.308520419713,337.95183674735,843.447988838734,508.728978731292,1398.39588389531,2015,169.814834,201.512556,790.113847339489,360.783489330461,1005.53288361075,0.936766531896442,0.427748354498054,1.19216940097892,0.468383265948221,0.213874177249027,0.59608470048946,0.214924513184788,0.168880438191355,0.470683495841622,0.282762719349769,0.203742735688374,0.392429969019201,0.760087870420194,0.59725142897093,1.66458823470078,0.760087870420194
"4","Octopus sp","Octopus",60,0.565525438699537,0.407485471376748,0.784859938038403,1924.18680596103,1160.1083489243,3191.50781706519,272.044146895243,191.830829876062,385.798351118928,962.093402980514,580.054174462152,1595.75390853259,2015,194.074096,230.300064,911.790142496851,412.074814168757,1147.63200808514,0.94771478493894,0.428310611934528,1.19284884869789,0.47385739246947,0.214155305967264,0.596424424348943,0.21284952200574,0.169108298333208,0.470968109010712,0.282762719349769,0.203742735688374,0.392429969019201,0.752749593352339,0.598057264133276,1.66559477887939,0.752749593352339
"5","Anisotremus interruptus","Burrito grunt",0,0.565525438699537,0.407485471376748,0.784859938038403,26.4935696839692,14.9237474063416,47.0330417346159,3.74569690456085,2.31187522596172,6.0687727189084,13.2467848419846,7.46187370317079,23.5165208673079,2015,0.9207,3.59266666666667,13.8133319749214,10.7119729334065,18.6556673217472,1.04276865214427,0.808647008401298,1.40831662507415,0.521384326072133,0.404323504200649,0.704158312537077,0.0666529988326905,0.0493522951562674,0.0859505532476369,0.282762719349769,0.203742735688374,0.392429969019201,0.235720603430196,0.174536074874921,0.303967062720594,0.235720603430196
"6","Anisotremus interruptus","Burrito grunt",20,0.565525438699537,0.407485471376748,0.784859938038403,30.9957307013611,17.617223711095,54.533866258748,4.38221855067501,2.75274651882111,6.97624692087684,15.4978653506806,8.80861185554752,27.266933129374,2015,1.10484,4.3112,15.9348759888903,12.5409769295181,21.8949186945505,1.02819811814861,0.809206729168502,1.41276996535455,0.514099059074305,0.404603364584251,0.706384982677276,0.0693347096500963,0.050461023190508,0.0880983998463074,0.282762719349769,0.203742735688374,0.392429969019201,0.24520456518998,0.178457129378818,0.31156299546452,0.24520456518998
"7","Anisotremus interruptus","Burrito grunt",40,0.565525438699537,0.407485471376748,0.784859938038403,36.6122311304827,20.7867529520659,64.4860441379646,5.17628701795876,3.24458593764748,8.25804827093456,18.3061155652413,10.3933764760329,32.2430220689823,2015,1.28898,5.02973333333333,18.9792021693172,14.8297401017075,25.6743405004322,1.03676840133982,0.810097590002402,1.40250073309824,0.518384200669909,0.405048795001201,0.701250366549122,0.0679153943617205,0.0502049896852581,0.0869185832765599,0.282762719349769,0.203742735688374,0.392429969019201,0.240185108269918,0.177551658156025,0.30739053393048,0.240185108269918
"8","Anisotremus interruptus","Burrito grunt",60,0.565525438699537,0.407485471376748,0.784859938038403,41.8521941937531,23.6224389763735,74.150097734765,5.91712012049011,3.66644830282055,9.54938066176315,20.9260970968765,11.8112194881868,37.0750488673825,2015,1.47312,5.74826666666667,21.2942663639595,16.9534800587509,29.7760812720905,1.01759378566287,0.810159676707294,1.4229161383627,0.508796892831437,0.405079838353647,0.71145806918135,0.0691791853648105,0.0494732663623126,0.0868918944603126,0.282762719349769,0.203742735688374,0.392429969019201,0.244654548251242,0.174963893670565,0.307296148021656,0.244654548251242
"9","Balistes polylepis","Finescale triggerfish",0,0.565525438699537,0.407485471376748,0.784859938038403,488.455103739605,275.181746383705,867.02112878006,69.058446706842,42.6345202668955,111.85933444793,244.227551869803,137.590873191853,433.51056439003,2015,87.38358,64.0524766666667,250.89832728998,198.11145961686,339.082002145375,1.02731377098573,0.811175717482003,1.38838554270134,0.513656885492865,0.405587858741001,0.694192771350669,0.34828283210914,0.257706334889859,0.441082914481557,0.282762719349769,0.203742735688374,0.392429969019201,1.23171411319724,0.911387241862973,1.5599047692562,1.23171411319724
"10","Balistes polylepis","Finescale triggerfish",20,0.565525438699537,0.407485471376748,0.784859938038403,590.263022099489,332.263609294725,1048.59643220505,83.4521886302319,51.4376451278361,135.392430385718,295.131511049744,166.131804647362,524.298216102526,2015,104.860296,76.862972,297.452207666899,239.660439841702,411.235577283784,1.00786326274988,0.812046260290069,1.39339772910413,0.503931631374942,0.406023130145034,0.696698864552064,0.352528215616498,0.254988385714591,0.437536942138891,0.282762719349769,0.203742735688374,0.392429969019201,1.24672805675076,0.901775121914776,1.54736431713854,1.24672805675076
"11","Balistes polylepis","Finescale triggerfish",40,0.565525438699537,0.407485471376748,0.784859938038403,685.01414549797,384.169421886348,1221.45166376915,96.8482312870321,59.2613723451224,158.274767057406,342.507072748985,192.084710943174,610.725831884577,2015,122.337012,89.6734673333333,347.186172897139,277.396839118566,478.256993177465,1.01366132416069,0.809901053698425,1.39634194803319,0.506830662080346,0.404950526849212,0.698170974016597,0.352367178044976,0.255797643829967,0.441018046163498,0.282762719349769,0.203742735688374,0.392429969019201,1.24615854188723,0.904637090837825,1.55967536023719,1.24615854188723
"12","Balistes polylepis","Finescale triggerfish",60,0.565525438699537,0.407485471376748,0.784859938038403,788.63649695207,444.52099892069,1399.14093110323,111.498500228322,68.9041946927947,180.423203675654,394.318248476035,222.260499460345,699.570465551615,2015,139.813728,102.483962666667,400.911507308142,320.841616835588,552.635711457574,1.01672065357763,0.813661599673816,1.40149666822017,0.508360326788816,0.406830799836908,0.700748334110083,0.348739623212009,0.252994377853798,0.435771797246759,0.282762719349769,0.203742735688374,0.392429969019201,1.23332957051042,0.894723245113695,1.54112182203101,1.23332957051042
"13","Mycteroperca prionura","Sawtail grouper",0,0.565525438699537,0.407485471376748,0.784859938038403,2.32132255230884,0.788934389252608,6.83014768434979,0.328191738689392,0.075244134999333,1.43147126809181,1.16066127615442,0.394467194626304,3.4150738421749,2015,1.63548,0.62356,1.182370026913,0.941386428423179,1.40347766278019,1.01870377792779,0.811077656990715,1.20920521052471,0.509351888963895,0.405538828495358,0.604602605262357,1.38322180262807,1.16530532930623,1.73730994055165,0.282762719349769,0.203742735688374,0.392429969019201,4.891811076824,4.12114203734468,6.14405585201155,4.891811076824
"14","Mycteroperca prionura","Sawtail grouper",20,0.565525438699537,0.407485471376748,0.784859938038403,2.80593722002598,0.951318957675189,8.276176585367,0.39670721932964,0.0905196802034648,1.7385900780307,1.40296861001299,0.475659478837594,4.1380882926835,2015,1.962576,0.748272,1.43169579955934,1.13933816967829,1.70748931952,1.02047600305618,0.812090991592274,1.21705454229955,0.510238001528088,0.406045495796137,0.608527271149777,1.37080516727371,1.14939284103499,1.72255793076271,0.282762719349769,0.203742735688374,0.392429969019201,4.84789922245041,4.06486697991198,6.09188486630714,4.84789922245041
"15","Mycteroperca prionura","Sawtail grouper",40,0.565525438699537,0.407485471376748,0.784859938038403,3.28681571790724,1.11280361862547,9.70805394830229,0.464694475198508,0.105743714645337,2.04211622415839,1.64340785895362,0.556401809312737,4.85402697415115,2015,2.289672,0.872984,1.66786926001411,1.33289466077306,1.98554290728644,1.01488455889219,0.811055304081196,1.2081863284691,0.507442279446097,0.405527652040598,0.604093164234549,1.37281263879198,1.1531717554919,1.71781917010008,0.282762719349769,0.203742735688374,0.392429969019201,4.85499871393533,4.07823123976067,6.07512607761843,4.85499871393533
"16","Mycteroperca prionura","Sawtail grouper",60,0.565525438699537,0.407485471376748,0.784859938038403,3.78056682913484,1.2845206838487,11.1268629063494,0.53450167864485,0.122477553611133,2.33260737213315,1.89028341456742,0.642260341924351,5.5634314531747,2015,2.616768,0.997696,1.9223416940888,1.53766594599165,2.29894568414047,1.016959509497,0.81345788369176,1.21619100417625,0.5084797547485,0.40672894184588,0.608095502088127,1.36123978793498,1.13824698776142,1.70177924979176,0.282762719349769,0.203742735688374,0.392429969019201,4.81407093221212,4.02544928970442,6.01840035244077,4.81407093221212
"17","Mycteroperca jordani","Gulf grouper",0,0.565525438699537,0.407485471376748,0.784859938038403,26.8840505446039,14.6817640488055,49.2278837394623,3.8009036195644,2.20774556976368,6.54371976693137,13.4420252723019,7.34088202440276,24.6139418697311,2015,19.555,7.4463,16.8354010038889,11.2094921358515,21.1045404528701,1.25244527240841,0.833913931031608,1.57004171807036,0.626222636204205,0.416956965515804,0.78502085903518,1.16154049407453,0.926577863359285,1.74450365484952,0.282762719349769,0.203742735688374,0.392429969019201,4.10782756915611,3.27687421273219,6.16949666795229,4.10782756915611
"18","Mycteroperca jordani","Gulf grouper",20,0.565525438699537,0.407485471376748,0.784859938038403,31.8842129886354,17.4362350729717,58.3040452052933,4.50783338449689,2.62538642334801,7.74002700770844,15.9421064943177,8.71811753648586,29.1520226026466,2015,23.466,8.93556,19.8683601422407,13.2440962002681,25.018495543053,1.24628198596732,0.830761995285174,1.56933436318284,0.62314099298366,0.415380997642587,0.784667181591418,1.18107381947998,0.937946087110579,1.77180833219295,0.282762719349769,0.203742735688374,0.392429969019201,4.17690784059488,3.31707832371767,6.26606059054511,4.17690784059488
"19","Mycteroperca jordani","Gulf grouper",40,0.565525438699537,0.407485471376748,0.784859938038403,37.3894149712673,20.4191719508643,68.4635182688911,5.28616632608628,3.07053880887421,9.10053777737265,18.6947074856336,10.2095859754321,34.2317591344455,2015,27.377,10.42482,23.3223035394969,15.5252074512424,29.3642979219779,1.24753508753317,0.830460035984681,1.57072786212588,0.623767543766584,0.41523001799234,0.785363931062938,1.17385488760303,0.932322648160761,1.76339028550689,0.282762719349769,0.203742735688374,0.392429969019201,4.15137784182579,3.29719084009624,6.23628988136032,4.15137784182579
